REGION,WEEK,YEAR,TOTAL,TOTAL A,TOTAL B,PERCENT POSITIVE,PERCENT A,PERCENT B,SEASON
Vermont,47,2016,81.0,0.0,0.0,0.0,0.0,0.0,FALL
Virginia,47,2016,184.0,0.0,0.0,0.0,0.0,0.0,FALL
Washington,47,2016,649.0,35.0,1.0,5.55,5.39,0.15,FALL
West Virginia,47,2016,413.0,3.0,1.0,0.97,0.73,0.24,FALL
Wisconsin,47,2016,571.0,5.0,0.0,0.88,0.88,0.0,FALL
Puerto Rico,47,2016,0.0,0.0,0.0,0.0,0.0,0.0,FALL
Alabama,48,2016,714.0,20.0,9.0,4.06,2.8,1.26,FALL
Arizona,48,2016,223.0,1.0,0.0,0.45,0.45,0.0,FALL
Arkansas,48,2016,73.0,2.0,1.0,4.11,2.74,1.37,FALL
California,48,2016,1063.0,17.0,2.0,1.79,1.6,0.19,FALL
Colorado,48,2016,462.0,17.0,0.0,3.68,3.68,0.0,FALL
Connecticut,48,2016,390.0,4.0,1.0,1.28,1.03,0.26,FALL
Delaware,48,2016,168.0,14.0,1.0,8.93,8.33,0.6,FALL
Georgia,48,2016,841.0,13.0,8.0,2.5,1.55,0.95,FALL
Hawaii,48,2016,228.0,18.0,6.0,10.53,7.89,2.63,FALL
Idaho,48,2016,44.0,3.0,0.0,6.82,6.82,0.0,FALL
Illinois,48,2016,317.0,3.0,2.0,1.58,0.95,0.63,FALL
Indiana,48,2016,184.0,0.0,0.0,0.0,0.0,0.0,FALL
Iowa,48,2016,110.0,2.0,0.0,1.82,1.82,0.0,FALL
Kansas,48,2016,91.0,1.0,1.0,2.2,1.1,1.1,FALL
Kentucky,48,2016,304.0,0.0,1.0,0.33,0.0,0.33,FALL
Louisiana,48,2016,741.0,16.0,6.0,2.97,2.16,0.81,FALL
Maryland,48,2016,162.0,1.0,1.0,1.23,0.62,0.62,FALL
Massachusetts,48,2016,595.0,20.0,2.0,3.7,3.36,0.34,FALL
Michigan,48,2016,924.0,5.0,2.0,0.76,0.54,0.22,FALL
Minnesota,48,2016,410.0,5.0,2.0,1.71,1.22,0.49,FALL
Mississippi,48,2016,129.0,1.0,1.0,1.55,0.78,0.78,FALL
Missouri,48,2016,715.0,16.0,2.0,2.52,2.24,0.28,FALL
Montana,48,2016,109.0,2.0,0.0,1.83,1.83,0.0,FALL
Nebraska,48,2016,88.0,1.0,0.0,1.14,1.14,0.0,FALL
Nevada,48,2016,12.0,1.0,0.0,8.33,8.33,0.0,FALL
New Hampshire,48,2016,27.0,0.0,0.0,0.0,0.0,0.0,FALL
New Mexico,48,2016,289.0,4.0,0.0,1.38,1.38,0.0,FALL
New York,48,2016,2068.0,60.0,14.0,3.58,2.9,0.68,FALL
North Carolina,48,2016,315.0,6.0,3.0,2.86,1.9,0.95,FALL
North Dakota,48,2016,47.0,0.0,0.0,0.0,0.0,0.0,FALL
Ohio,48,2016,1463.0,16.0,5.0,1.44,1.09,0.34,FALL
Oklahoma,48,2016,192.0,1.0,0.0,0.52,0.52,0.0,FALL
Oregon,48,2016,416.0,44.0,1.0,10.82,10.58,0.24,FALL
Pennsylvania,48,2016,472.0,3.0,1.0,0.85,0.64,0.21,FALL
South Carolina,48,2016,285.0,1.0,0.0,0.35,0.35,0.0,FALL
South Dakota,48,2016,153.0,0.0,0.0,0.0,0.0,0.0,FALL
Tennessee,48,2016,209.0,2.0,6.0,3.83,0.96,2.87,FALL
Texas,48,2016,1780.0,12.0,20.0,1.8,0.67,1.12,FALL
Utah,48,2016,630.0,30.0,0.0,4.76,4.76,0.0,FALL
Vermont,48,2016,91.0,3.0,0.0,3.3,3.3,0.0,FALL
Virginia,48,2016,206.0,0.0,0.0,0.0,0.0,0.0,FALL
Washington,48,2016,606.0,33.0,0.0,5.45,5.45,0.0,FALL
West Virginia,48,2016,483.0,5.0,3.0,1.66,1.04,0.62,FALL
Wisconsin,48,2016,744.0,7.0,2.0,1.21,0.94,0.27,FALL
Puerto Rico,48,2016,0.0,0.0,0.0,0.0,0.0,0.0,FALL
Alabama,49,2016,723.0,20.0,7.0,3.73,2.77,0.97,FALL
Arizona,49,2016,165.0,1.0,0.0,0.61,0.61,0.0,FALL
Arkansas,49,2016,50.0,0.0,0.0,0.0,0.0,0.0,FALL
California,49,2016,1021.0,30.0,2.0,3.13,2.94,0.2,FALL
Colorado,49,2016,488.0,18.0,3.0,4.3,3.69,0.61,FALL
Connecticut,49,2016,341.0,1.0,0.0,0.29,0.29,0.0,FALL
Delaware,49,2016,172.0,8.0,0.0,4.65,4.65,0.0,FALL
Georgia,49,2016,763.0,19.0,10.0,3.8,2.49,1.31,FALL
Hawaii,49,2016,234.0,24.0,8.0,13.68,10.26,3.42,FALL
Idaho,49,2016,50.0,6.0,0.0,12.0,12.0,0.0,FALL
Illinois,49,2016,335.0,3.0,2.0,1.49,0.9,0.6,FALL
Indiana,49,2016,177.0,1.0,0.0,0.56,0.56,0.0,FALL
Iowa,49,2016,119.0,2.0,0.0,1.68,1.68,0.0,FALL
Kansas,49,2016,87.0,0.0,0.0,0.0,0.0,0.0,FALL
Kentucky,49,2016,332.0,0.0,0.0,0.0,0.0,0.0,FALL
Louisiana,49,2016,737.0,16.0,2.0,2.44,2.17,0.27,FALL
Maryland,49,2016,137.0,2.0,0.0,1.46,1.46,0.0,FALL
Massachusetts,49,2016,509.0,8.0,5.0,2.55,1.57,0.98,FALL
Michigan,49,2016,952.0,24.0,7.0,3.26,2.52,0.74,FALL
Minnesota,49,2016,358.0,7.0,0.0,1.96,1.96,0.0,FALL
Mississippi,49,2016,87.0,2.0,2.0,4.6,2.3,2.3,FALL
Missouri,49,2016,762.0,11.0,1.0,1.57,1.44,0.13,FALL
Montana,49,2016,137.0,9.0,1.0,7.3,6.57,0.73,FALL
Nebraska,49,2016,110.0,5.0,0.0,4.55,4.55,0.0,FALL
Nevada,49,2016,11.0,0.0,0.0,0.0,0.0,0.0,FALL
New Hampshire,49,2016,20.0,0.0,0.0,0.0,0.0,0.0,FALL
New Mexico,49,2016,180.0,1.0,0.0,0.56,0.56,0.0,FALL
New York,49,2016,1483.0,46.0,2.0,3.24,3.1,0.13,FALL
North Carolina,49,2016,321.0,8.0,3.0,3.43,2.49,0.93,FALL
North Dakota,49,2016,26.0,0.0,0.0,0.0,0.0,0.0,FALL
Ohio,49,2016,1481.0,25.0,8.0,2.23,1.69,0.54,FALL
Oklahoma,49,2016,179.0,2.0,0.0,1.12,1.12,0.0,FALL
Oregon,49,2016,392.0,56.0,0.0,14.29,14.29,0.0,FALL
Pennsylvania,49,2016,498.0,13.0,3.0,3.21,2.61,0.6,FALL
South Carolina,49,2016,311.0,0.0,4.0,1.29,0.0,1.29,FALL
South Dakota,49,2016,158.0,0.0,0.0,0.0,0.0,0.0,FALL
Tennessee,49,2016,184.0,3.0,1.0,2.17,1.63,0.54,FALL
Texas,49,2016,1653.0,37.0,29.0,3.99,2.24,1.75,FALL
Utah,49,2016,584.0,33.0,0.0,5.65,5.65,0.0,FALL
Vermont,49,2016,121.0,7.0,0.0,5.79,5.79,0.0,FALL
Virginia,49,2016,248.0,3.0,0.0,1.21,1.21,0.0,FALL
Washington,49,2016,681.0,38.0,0.0,5.58,5.58,0.0,FALL
West Virginia,49,2016,453.0,5.0,2.0,1.55,1.1,0.44,FALL
Wisconsin,49,2016,684.0,13.0,3.0,2.34,1.9,0.44,FALL
Puerto Rico,49,2016,0.0,0.0,0.0,0.0,0.0,0.0,FALL
Alabama,50,2016,801.0,31.0,8.0,4.87,3.87,1.0,FALL
Arizona,50,2016,226.0,0.0,0.0,0.0,0.0,0.0,FALL
Arkansas,50,2016,75.0,1.0,0.0,1.33,1.33,0.0,FALL
California,50,2016,1222.0,64.0,4.0,5.56,5.24,0.33,FALL
Colorado,50,2016,533.0,22.0,2.0,4.5,4.13,0.38,FALL
Connecticut,50,2016,391.0,13.0,0.0,3.32,3.32,0.0,FALL
Delaware,50,2016,158.0,14.0,0.0,8.86,8.86,0.0,FALL
Georgia,50,2016,956.0,79.0,22.0,10.56,8.26,2.3,FALL
Hawaii,50,2016,256.0,23.0,3.0,10.16,8.98,1.17,FALL
Idaho,50,2016,56.0,8.0,0.0,14.29,14.29,0.0,FALL
Illinois,50,2016,401.0,7.0,11.0,4.49,1.75,2.74,FALL
Indiana,50,2016,172.0,2.0,1.0,1.74,1.16,0.58,FALL
Iowa,50,2016,124.0,4.0,0.0,3.23,3.23,0.0,FALL
Kansas,50,2016,94.0,3.0,0.0,3.19,3.19,0.0,FALL
Kentucky,50,2016,361.0,2.0,0.0,0.55,0.55,0.0,FALL
Louisiana,50,2016,861.0,51.0,4.0,6.39,5.92,0.46,FALL
Maryland,50,2016,175.0,3.0,0.0,1.71,1.71,0.0,FALL
Massachusetts,50,2016,563.0,17.0,3.0,3.55,3.02,0.53,FALL
Michigan,50,2016,896.0,31.0,1.0,3.57,3.46,0.11,FALL
Minnesota,50,2016,338.0,7.0,0.0,2.07,2.07,0.0,FALL
Mississippi,50,2016,116.0,5.0,2.0,6.03,4.31,1.72,FALL
Missouri,50,2016,755.0,24.0,1.0,3.31,3.18,0.13,FALL
Montana,50,2016,129.0,10.0,0.0,7.75,7.75,0.0,FALL
Nebraska,50,2016,106.0,2.0,0.0,1.89,1.89,0.0,FALL
Nevada,50,2016,33.0,5.0,0.0,15.15,15.15,0.0,FALL
New Hampshire,50,2016,16.0,0.0,0.0,0.0,0.0,0.0,FALL
New Mexico,50,2016,357.0,6.0,0.0,1.68,1.68,0.0,FALL
New York,50,2016,2102.0,126.0,8.0,6.37,5.99,0.38,FALL
North Carolina,50,2016,313.0,12.0,8.0,6.39,3.83,2.56,FALL
North Dakota,50,2016,30.0,1.0,0.0,3.33,3.33,0.0,FALL
Ohio,50,2016,1647.0,38.0,4.0,2.55,2.31,0.24,FALL
Oklahoma,50,2016,197.0,5.0,0.0,2.54,2.54,0.0,FALL
Oregon,50,2016,579.0,151.0,0.0,26.08,26.08,0.0,FALL
Pennsylvania,50,2016,525.0,14.0,2.0,3.05,2.67,0.38,FALL
South Carolina,50,2016,360.0,5.0,6.0,3.06,1.39,1.67,FALL
South Dakota,50,2016,144.0,2.0,1.0,2.08,1.39,0.69,FALL
Tennessee,50,2016,220.0,7.0,3.0,4.55,3.18,1.36,FALL
Texas,50,2016,2035.0,75.0,24.0,4.86,3.69,1.18,FALL
Utah,50,2016,766.0,92.0,0.0,12.01,12.01,0.0,FALL
Vermont,50,2016,101.0,7.0,0.0,6.93,6.93,0.0,FALL
Virginia,50,2016,232.0,9.0,0.0,3.88,3.88,0.0,FALL
Washington,50,2016,714.0,69.0,2.0,9.94,9.66,0.28,FALL
West Virginia,50,2016,503.0,12.0,1.0,2.58,2.39,0.2,FALL
Wisconsin,50,2016,764.0,16.0,2.0,2.36,2.09,0.26,FALL
Puerto Rico,50,2016,0.0,0.0,0.0,0.0,0.0,0.0,FALL
Alabama,51,2016,970.0,44.0,13.0,5.88,4.54,1.34,WINTER
Arizona,51,2016,237.0,6.0,0.0,2.53,2.53,0.0,WINTER
Arkansas,51,2016,82.0,4.0,0.0,4.88,4.88,0.0,WINTER
California,51,2016,1342.0,105.0,1.0,7.9,7.82,0.07,WINTER
Colorado,51,2016,653.0,54.0,5.0,9.04,8.27,0.77,WINTER
Connecticut,51,2016,433.0,44.0,3.0,10.85,10.16,0.69,WINTER
Delaware,51,2016,180.0,7.0,0.0,3.89,3.89,0.0,WINTER
Georgia,51,2016,1206.0,99.0,35.0,11.11,8.21,2.9,WINTER
Hawaii,51,2016,292.0,21.0,5.0,8.9,7.19,1.71,WINTER
Idaho,51,2016,87.0,30.0,0.0,34.48,34.48,0.0,WINTER
Illinois,51,2016,453.0,19.0,9.0,6.18,4.19,1.99,WINTER
Indiana,51,2016,217.0,3.0,0.0,1.38,1.38,0.0,WINTER
Iowa,51,2016,165.0,7.0,2.0,5.45,4.24,1.21,WINTER
Kansas,51,2016,126.0,18.0,0.0,14.29,14.29,0.0,WINTER
Kentucky,51,2016,353.0,8.0,1.0,2.55,2.27,0.28,WINTER
Louisiana,51,2016,1050.0,109.0,24.0,12.67,10.38,2.29,WINTER
Maryland,51,2016,154.0,4.0,1.0,3.25,2.6,0.65,WINTER
Massachusetts,51,2016,632.0,31.0,4.0,5.54,4.91,0.63,WINTER
Michigan,51,2016,951.0,40.0,14.0,5.68,4.21,1.47,WINTER
Minnesota,51,2016,373.0,14.0,2.0,4.29,3.75,0.54,WINTER
Mississippi,51,2016,162.0,4.0,3.0,4.32,2.47,1.85,WINTER
Missouri,51,2016,757.0,37.0,1.0,5.02,4.89,0.13,WINTER
Montana,51,2016,180.0,25.0,1.0,14.44,13.89,0.56,WINTER
Nebraska,51,2016,150.0,8.0,1.0,6.0,5.33,0.67,WINTER
Nevada,51,2016,29.0,5.0,0.0,17.24,17.24,0.0,WINTER
New Hampshire,51,2016,25.0,3.0,0.0,12.0,12.0,0.0,WINTER
New Mexico,51,2016,350.0,5.0,0.0,1.43,1.43,0.0,WINTER
New York,51,2016,2525.0,335.0,15.0,13.86,13.27,0.59,WINTER
North Carolina,51,2016,520.0,98.0,12.0,21.15,18.85,2.31,WINTER
North Dakota,51,2016,33.0,2.0,0.0,6.06,6.06,0.0,WINTER
Ohio,51,2016,1719.0,79.0,10.0,5.18,4.6,0.58,WINTER
Oklahoma,51,2016,224.0,12.0,3.0,6.7,5.36,1.34,WINTER
Oregon,51,2016,737.0,239.0,3.0,32.84,32.43,0.41,WINTER
Pennsylvania,51,2016,571.0,29.0,9.0,6.65,5.08,1.58,WINTER
South Carolina,51,2016,380.0,13.0,9.0,5.79,3.42,2.37,WINTER
South Dakota,51,2016,157.0,5.0,1.0,3.82,3.18,0.64,WINTER
Tennessee,51,2016,267.0,15.0,1.0,5.99,5.62,0.37,WINTER
Texas,51,2016,1949.0,86.0,46.0,6.77,4.41,2.36,WINTER
Utah,51,2016,984.0,217.0,4.0,22.46,22.05,0.41,WINTER
Vermont,51,2016,145.0,11.0,2.0,8.97,7.59,1.38,WINTER
Virginia,51,2016,229.0,10.0,0.0,4.37,4.37,0.0,WINTER
Washington,51,2016,942.0,176.0,2.0,18.9,18.68,0.21,WINTER
West Virginia,51,2016,560.0,31.0,4.0,6.25,5.54,0.71,WINTER
Wisconsin,51,2016,826.0,39.0,6.0,5.45,4.72,0.73,WINTER
Puerto Rico,51,2016,0.0,0.0,0.0,0.0,0.0,0.0,WINTER
Alabama,52,2016,989.0,65.0,16.0,8.19,6.57,1.62,WINTER
Arizona,52,2016,282.0,2.0,1.0,1.06,0.71,0.35,WINTER
Arkansas,52,2016,84.0,5.0,0.0,5.95,5.95,0.0,WINTER
California,52,2016,1630.0,186.0,9.0,11.96,11.41,0.55,WINTER
Colorado,52,2016,915.0,127.0,6.0,14.54,13.88,0.66,WINTER
Connecticut,52,2016,653.0,107.0,6.0,17.3,16.39,0.92,WINTER
Delaware,52,2016,205.0,17.0,0.0,8.29,8.29,0.0,WINTER
Georgia,52,2016,1325.0,115.0,29.0,10.87,8.68,2.19,WINTER
Hawaii,52,2016,354.0,7.0,18.0,7.06,1.98,5.08,WINTER
Idaho,52,2016,106.0,35.0,0.0,33.02,33.02,0.0,WINTER
Illinois,52,2016,607.0,43.0,16.0,9.72,7.08,2.64,WINTER
Indiana,52,2016,191.0,5.0,1.0,3.14,2.62,0.52,WINTER
Iowa,52,2016,131.0,12.0,2.0,10.69,9.16,1.53,WINTER
Kansas,52,2016,138.0,7.0,0.0,5.07,5.07,0.0,WINTER
Kentucky,52,2016,350.0,7.0,0.0,2.0,2.0,0.0,WINTER
Louisiana,52,2016,1284.0,117.0,35.0,11.84,9.11,2.73,WINTER
Maine,52,2016,61.0,7.0,0.0,11.48,11.48,0.0,WINTER
Maryland,52,2016,270.0,52.0,2.0,20.0,19.26,0.74,WINTER
Massachusetts,52,2016,887.0,82.0,5.0,9.81,9.24,0.56,WINTER
Michigan,52,2016,1230.0,63.0,10.0,5.93,5.12,0.81,WINTER
Minnesota,52,2016,468.0,31.0,3.0,7.26,6.62,0.64,WINTER
Mississippi,52,2016,179.0,14.0,8.0,12.29,7.82,4.47,WINTER
Missouri,52,2016,928.0,70.0,5.0,8.08,7.54,0.54,WINTER
Montana,52,2016,244.0,68.0,0.0,27.87,27.87,0.0,WINTER
Nebraska,52,2016,160.0,10.0,0.0,6.25,6.25,0.0,WINTER
New Hampshire,52,2016,40.0,2.0,0.0,5.0,5.0,0.0,WINTER
New Mexico,52,2016,354.0,9.0,3.0,3.39,2.54,0.85,WINTER
New York,52,2016,3281.0,708.0,14.0,22.01,21.58,0.43,WINTER
North Carolina,52,2016,658.0,78.0,9.0,13.22,11.85,1.37,WINTER
North Dakota,52,2016,64.0,11.0,0.0,17.19,17.19,0.0,WINTER
Ohio,52,2016,2121.0,172.0,20.0,9.05,8.11,0.94,WINTER
Oklahoma,52,2016,265.0,14.0,2.0,6.04,5.28,0.75,WINTER
Oregon,52,2016,1199.0,522.0,0.0,43.54,43.54,0.0,WINTER
Pennsylvania,52,2016,672.0,54.0,15.0,10.27,8.04,2.23,WINTER
South Carolina,52,2016,476.0,19.0,13.0,6.72,3.99,2.73,WINTER
South Dakota,52,2016,210.0,11.0,0.0,5.24,5.24,0.0,WINTER
Tennessee,52,2016,338.0,30.0,4.0,10.06,8.88,1.18,WINTER
Texas,52,2016,2449.0,129.0,38.0,6.82,5.27,1.55,WINTER
Utah,52,2016,1240.0,308.0,1.0,24.92,24.84,0.08,WINTER
Vermont,52,2016,195.0,21.0,1.0,11.28,10.77,0.51,WINTER
Virginia,52,2016,241.0,29.0,1.0,12.45,12.03,0.41,WINTER
Washington,52,2016,1459.0,333.0,2.0,22.96,22.82,0.14,WINTER
West Virginia,52,2016,765.0,54.0,10.0,8.37,7.06,1.31,WINTER
Wisconsin,52,2016,1032.0,72.0,5.0,7.46,6.98,0.48,WINTER
Puerto Rico,52,2016,0.0,0.0,0.0,0.0,0.0,0.0,WINTER
Alabama,1,2017,919.0,52.0,12.0,6.96,5.66,1.31,WINTER
Arizona,1,2017,299.0,10.0,0.0,3.34,3.34,0.0,WINTER
Arkansas,1,2017,46.0,6.0,0.0,13.04,13.04,0.0,WINTER
California,1,2017,1867.0,291.0,0.0,15.59,15.59,0.0,WINTER
Colorado,1,2017,949.0,112.0,3.0,12.12,11.8,0.32,WINTER
Connecticut,1,2017,602.0,75.0,6.0,13.46,12.46,1.0,WINTER
Delaware,1,2017,231.0,23.0,1.0,10.39,9.96,0.43,WINTER
Georgia,1,2017,1152.0,91.0,24.0,9.98,7.9,2.08,WINTER
Hawaii,1,2017,338.0,28.0,10.0,11.24,8.28,2.96,WINTER
Idaho,1,2017,150.0,36.0,0.0,24.0,24.0,0.0,WINTER
Illinois,1,2017,626.0,43.0,15.0,9.27,6.87,2.4,WINTER
Indiana,1,2017,272.0,11.0,2.0,4.78,4.04,0.74,WINTER
Iowa,1,2017,225.0,34.0,2.0,16.0,15.11,0.89,WINTER
Kansas,1,2017,142.0,6.0,0.0,4.23,4.23,0.0,WINTER
Kentucky,1,2017,358.0,10.0,1.0,3.07,2.79,0.28,WINTER
Louisiana,1,2017,1279.0,121.0,37.0,12.35,9.46,2.89,WINTER
Maine,1,2017,73.0,9.0,2.0,15.07,12.33,2.74,WINTER
Maryland,1,2017,215.0,21.0,3.0,11.16,9.77,1.4,WINTER
Massachusetts,1,2017,990.0,84.0,10.0,9.49,8.48,1.01,WINTER
Michigan,1,2017,1259.0,85.0,16.0,8.02,6.75,1.27,WINTER
Minnesota,1,2017,536.0,37.0,3.0,7.46,6.9,0.56,WINTER
Mississippi,1,2017,133.0,11.0,1.0,9.02,8.27,0.75,WINTER
Missouri,1,2017,972.0,85.0,6.0,9.36,8.74,0.62,WINTER
Montana,1,2017,221.0,51.0,0.0,23.08,23.08,0.0,WINTER
Nebraska,1,2017,171.0,16.0,2.0,10.53,9.36,1.17,WINTER
Nevada,1,2017,24.0,1.0,0.0,4.17,4.17,0.0,WINTER
New Hampshire,1,2017,46.0,4.0,0.0,8.7,8.7,0.0,WINTER
New Mexico,1,2017,444.0,27.0,0.0,6.08,6.08,0.0,WINTER
New York,1,2017,3627.0,603.0,22.0,17.23,16.63,0.61,WINTER
North Carolina,1,2017,537.0,29.0,11.0,7.45,5.4,2.05,WINTER
North Dakota,1,2017,55.0,4.0,0.0,7.27,7.27,0.0,WINTER
Ohio,1,2017,2311.0,193.0,29.0,9.61,8.35,1.25,WINTER
Oklahoma,1,2017,298.0,16.0,3.0,6.38,5.37,1.01,WINTER
Oregon,1,2017,1473.0,520.0,4.0,35.57,35.3,0.27,WINTER
Pennsylvania,1,2017,883.0,93.0,11.0,11.78,10.53,1.25,WINTER
South Carolina,1,2017,382.0,25.0,9.0,8.9,6.54,2.36,WINTER
South Dakota,1,2017,184.0,8.0,0.0,4.35,4.35,0.0,WINTER
Tennessee,1,2017,283.0,20.0,5.0,8.83,7.07,1.77,WINTER
Texas,1,2017,2278.0,155.0,42.0,8.65,6.8,1.84,WINTER
Utah,1,2017,1303.0,222.0,2.0,17.19,17.04,0.15,WINTER
Vermont,1,2017,256.0,39.0,2.0,16.02,15.23,0.78,WINTER
Virginia,1,2017,325.0,28.0,3.0,9.54,8.62,0.92,WINTER
Washington,1,2017,1793.0,406.0,8.0,23.09,22.64,0.45,WINTER
West Virginia,1,2017,764.0,38.0,14.0,6.81,4.97,1.83,WINTER
Wisconsin,1,2017,1201.0,93.0,5.0,8.16,7.74,0.42,WINTER
Puerto Rico,1,2017,0.0,0.0,0.0,0.0,0.0,0.0,WINTER
Alabama,2,2017,845.0,67.0,16.0,9.82,7.93,1.89,WINTER
Arizona,2,2017,292.0,7.0,0.0,2.4,2.4,0.0,WINTER
Arkansas,2,2017,86.0,4.0,1.0,5.81,4.65,1.16,WINTER
California,2,2017,1953.0,313.0,7.0,16.39,16.03,0.36,WINTER
Colorado,2,2017,876.0,101.0,3.0,11.87,11.53,0.34,WINTER
Connecticut,2,2017,616.0,78.0,3.0,13.15,12.66,0.49,WINTER
Delaware,2,2017,233.0,30.0,1.0,13.3,12.88,0.43,WINTER
Georgia,2,2017,1090.0,131.0,25.0,14.31,12.02,2.29,WINTER
Hawaii,2,2017,322.0,28.0,5.0,10.25,8.7,1.55,WINTER
Idaho,2,2017,170.0,38.0,0.0,22.35,22.35,0.0,WINTER
Illinois,2,2017,663.0,78.0,27.0,15.84,11.76,4.07,WINTER
Indiana,2,2017,245.0,7.0,1.0,3.27,2.86,0.41,WINTER
Iowa,2,2017,287.0,36.0,1.0,12.89,12.54,0.35,WINTER
Kansas,2,2017,166.0,17.0,0.0,10.24,10.24,0.0,WINTER
Kentucky,2,2017,285.0,18.0,1.0,6.67,6.32,0.35,WINTER
Louisiana,2,2017,1248.0,126.0,46.0,13.78,10.1,3.69,WINTER
Maine,2,2017,77.0,13.0,0.0,16.88,16.88,0.0,WINTER
Maryland,2,2017,202.0,23.0,4.0,13.37,11.39,1.98,WINTER
Massachusetts,2,2017,1072.0,163.0,8.0,15.95,15.21,0.75,WINTER
Michigan,2,2017,1242.0,102.0,15.0,9.42,8.21,1.21,WINTER
Minnesota,2,2017,644.0,59.0,5.0,9.94,9.16,0.78,WINTER
Mississippi,2,2017,128.0,7.0,3.0,7.81,5.47,2.34,WINTER
Missouri,2,2017,1032.0,115.0,11.0,12.21,11.14,1.07,WINTER
Montana,2,2017,273.0,57.0,1.0,21.25,20.88,0.37,WINTER
Nebraska,2,2017,178.0,33.0,0.0,18.54,18.54,0.0,WINTER
Nevada,2,2017,35.0,6.0,0.0,17.14,17.14,0.0,WINTER
New Hampshire,2,2017,32.0,2.0,2.0,12.5,6.25,6.25,WINTER
New Mexico,2,2017,467.0,33.0,3.0,7.71,7.07,0.64,WINTER
New York,2,2017,3714.0,732.0,51.0,21.08,19.71,1.37,WINTER
North Carolina,2,2017,460.0,54.0,12.0,14.35,11.74,2.61,WINTER
North Dakota,2,2017,68.0,4.0,9.0,19.12,5.88,13.24,WINTER
Ohio,2,2017,2402.0,261.0,36.0,12.36,10.87,1.5,WINTER
Oklahoma,2,2017,298.0,29.0,1.0,10.07,9.73,0.34,WINTER
Oregon,2,2017,1404.0,447.0,4.0,32.12,31.84,0.28,WINTER
Pennsylvania,2,2017,961.0,120.0,21.0,14.67,12.49,2.19,WINTER
South Carolina,2,2017,433.0,31.0,13.0,10.16,7.16,3.0,WINTER
South Dakota,2,2017,237.0,27.0,0.0,11.39,11.39,0.0,WINTER
Tennessee,2,2017,272.0,23.0,6.0,10.66,8.46,2.21,WINTER
Texas,2,2017,2400.0,285.0,47.0,13.83,11.88,1.96,WINTER
Utah,2,2017,1221.0,226.0,0.0,18.51,18.51,0.0,WINTER
Vermont,2,2017,209.0,29.0,0.0,13.88,13.88,0.0,WINTER
Virginia,2,2017,360.0,18.0,7.0,6.94,5.0,1.94,WINTER
Washington,2,2017,1924.0,461.0,8.0,24.38,23.96,0.42,WINTER
West Virginia,2,2017,652.0,30.0,12.0,6.44,4.6,1.84,WINTER
Wisconsin,2,2017,1290.0,126.0,22.0,11.47,9.77,1.71,WINTER
Puerto Rico,2,2017,0.0,0.0,0.0,0.0,0.0,0.0,WINTER
Alabama,3,2017,735.0,77.0,17.0,12.79,10.48,2.31,WINTER
Arizona,3,2017,269.0,6.0,1.0,2.6,2.23,0.37,WINTER
Arkansas,3,2017,95.0,10.0,0.0,10.53,10.53,0.0,WINTER
California,3,2017,1791.0,234.0,8.0,13.51,13.07,0.45,WINTER
Colorado,3,2017,802.0,102.0,6.0,13.47,12.72,0.75,WINTER
Connecticut,3,2017,637.0,123.0,5.0,20.09,19.31,0.78,WINTER
Delaware,3,2017,219.0,37.0,3.0,18.26,16.89,1.37,WINTER
Georgia,3,2017,1323.0,241.0,27.0,20.26,18.22,2.04,WINTER
Hawaii,3,2017,292.0,30.0,8.0,13.01,10.27,2.74,WINTER
Idaho,3,2017,146.0,28.0,0.0,19.18,19.18,0.0,WINTER
Illinois,3,2017,670.0,89.0,27.0,17.31,13.28,4.03,WINTER
Indiana,3,2017,246.0,23.0,3.0,10.57,9.35,1.22,WINTER
Iowa,3,2017,283.0,62.0,7.0,24.38,21.91,2.47,WINTER
Kansas,3,2017,167.0,25.0,2.0,16.17,14.97,1.2,WINTER
Kentucky,3,2017,321.0,20.0,2.0,6.85,6.23,0.62,WINTER
Louisiana,3,2017,1381.0,197.0,58.0,18.46,14.27,4.2,WINTER
Maine,3,2017,122.0,30.0,0.0,24.59,24.59,0.0,WINTER
Maryland,3,2017,230.0,34.0,12.0,20.0,14.78,5.22,WINTER
Massachusetts,3,2017,1098.0,184.0,11.0,17.76,16.76,1.0,WINTER
Michigan,3,2017,1396.0,157.0,36.0,13.83,11.25,2.58,WINTER
Minnesota,3,2017,673.0,109.0,5.0,16.94,16.2,0.74,WINTER
Mississippi,3,2017,141.0,11.0,4.0,10.64,7.8,2.84,WINTER
Missouri,3,2017,1028.0,120.0,16.0,13.23,11.67,1.56,WINTER
Montana,3,2017,240.0,54.0,1.0,22.92,22.5,0.42,WINTER
Nebraska,3,2017,192.0,44.0,0.0,22.92,22.92,0.0,WINTER
Nevada,3,2017,28.0,6.0,0.0,21.43,21.43,0.0,WINTER
New Hampshire,3,2017,51.0,1.0,1.0,3.92,1.96,1.96,WINTER
New Mexico,3,2017,530.0,51.0,1.0,9.81,9.62,0.19,WINTER
New York,3,2017,3787.0,922.0,53.0,25.75,24.35,1.4,WINTER
North Carolina,3,2017,507.0,64.0,6.0,13.81,12.62,1.18,WINTER
North Dakota,3,2017,88.0,19.0,0.0,21.59,21.59,0.0,WINTER
Ohio,3,2017,2603.0,360.0,60.0,16.14,13.83,2.31,WINTER
