YEAR,WEEK,ILITOTAL,TOTAL PATIENTS
2017,40,481,26244
2017,40,146,18321
2017,40,147,12267
2017,40,150,14082
2017,40,1,1316
2017,40,93,18571
2017,40,87,7527
2017,40,286,33854
2017,40,611,77633
2017,40,21,5363
2017,40,140,7447
2017,40,126,9531
2017,40,46,9476
2017,40,642,29816
2017,40,37,25685
2017,40,16,2249
2017,40,1097,86804
2017,40,12,6107
2017,40,124,13114
2017,40,130,6709
2017,40,54,4665
2017,40,48,2004
2017,40,4,775
2017,40,1337,101802
2017,41,738,40310
2017,41,139,5064
2017,41,373,17541
2017,41,51,4642
2017,41,733,47742
2017,41,142,22974
2017,41,50,4823
2017,41,2,2844
2017,41,275,13967
2017,41,982,48665
2017,41,16,1465
2017,41,6,1360
2017,41,583,45846
2017,41,59,4384
2017,41,13,3763
2017,41,75,7168
2017,41,103,10349
2017,41,1286,54708
2017,41,22,3741
2017,41,85,8990
2017,41,296,33195
2017,41,311,26161
2017,41,106,7396
2017,41,318,14204
2017,41,23,4390
2017,41,2,3222
2017,41,119,8985
2017,41,115,17649
2017,41,14,3609
2017,41,464,24846
2017,41,121,16593
2017,41,133,12844
2017,41,189,14695
2017,41,6,1455
2017,41,129,20703
2017,41,163,8803
2017,41,311,33338
2017,41,534,62660
2017,41,13,4749
2017,41,119,7652
2017,41,141,9927
2017,41,48,9300
2017,41,654,29398
2017,41,37,23305
2017,41,18,2914
2017,41,1141,88883
2017,41,28,9568
2017,41,106,12100
2017,41,105,6863
2017,41,88,4627
2017,41,80,2256
2017,41,4,665
2017,41,1453,101270
2017,42,710,38770
2017,42,183,4914
2017,42,374,19970
2017,42,35,4436
2017,42,823,52516
2017,42,158,24507
2017,42,48,4481
2017,42,1,3050
2017,42,302,14972
2017,42,1022,48615
2017,42,36,1633
2017,42,5,1360
2017,42,485,48311
2017,42,69,5136
2017,42,9,3959
2017,42,65,6855
2017,42,104,10659
2017,42,1484,52837
2017,42,35,4391
2017,42,72,8939
2017,42,279,34533
2017,42,374,27841
2017,42,106,7458
2017,42,314,14660
2017,42,34,4362
2017,42,2,3412
2017,42,206,11313
2017,42,136,17806
2017,42,16,3517
2017,42,552,26649
2017,42,161,17241
2017,42,187,13619
2017,42,160,15803
2017,42,3,726
2017,42,138,20158
2017,42,146,8236
2017,42,378,34324
2017,42,587,63334
2017,42,26,5492
2017,42,133,7218
2017,42,163,10209
2017,42,49,8234
2017,42,641,29985
2017,42,52,23267
2017,42,11,2870
2017,42,1240,86313
2017,42,44,10189
2017,42,85,12261
2017,42,107,7104
2017,42,50,4674
2017,42,89,2472
2017,42,2,715
2017,42,1684,103430
2017,43,799,38213
2017,43,160,4872
2017,43,408,19368
2017,43,70,5181
2017,43,906,52575
2017,43,145,24056
2017,43,67,4969
2017,43,3,2868
2017,43,279,15026
2017,43,1165,49296
2017,43,36,1582
2017,43,7,1576
2017,43,535,47022
2017,43,81,5244
2017,43,11,4245
2017,43,82,6874
2017,43,160,10955
2017,43,1594,51709
2017,43,33,4216
2017,43,74,8165
2017,43,337,35064
2017,43,376,27302
2017,43,88,7088
2017,43,467,16648
2017,43,39,4443
2017,43,2,3537
2017,43,208,10960
2017,43,124,20172
2017,43,23,3562
2017,43,546,26643
2017,43,157,18338
2017,43,198,14453
2017,43,244,17751
2017,43,9,1594
2017,43,152,20499
2017,43,162,8591
2017,43,387,35588
2017,43,557,57073
2017,43,35,5621
2017,43,176,6482
2017,43,201,10827
2017,43,57,8857
2017,43,710,30309
2017,43,57,10511
2017,43,19,3013
2017,43,1434,88764
2017,43,17,5830
2017,43,107,13538
2017,43,121,6729
2017,43,96,4781
2017,43,114,2068
2017,43,4,673
2017,43,1798,103823
2017,44,979,39861
2017,44,137,4951
2017,44,471,18234
2017,44,63,5339
2017,44,948,47793
2017,44,191,24173
2017,44,70,5184
2017,44,14,2644
2017,44,232,13988
2017,44,1208,46948
2017,44,31,1289
2017,44,15,1582
2017,44,549,46259
2017,44,80,4640
2017,44,21,4335
2017,44,84,6648
2017,44,182,10865
2017,44,1933,53037
2017,44,14,3400
2017,44,70,8790
2017,44,338,33940
2017,44,343,27443
2017,44,99,7241
2017,44,413,13040
2017,44,92,7874
2017,44,7,3606
2017,44,223,10668
2017,44,168,17845
2017,44,24,3331
2017,44,580,25408
2017,44,200,17711
2017,44,204,13529
2017,44,282,19014
2017,44,6,1291
2017,44,162,22230
2017,44,196,8725
2017,44,454,35020
2017,44,664,60038
2017,44,29,5635
2017,44,198,6665
2017,44,193,10286
2017,44,111,9532
2017,44,774,23849
2017,44,48,24781
2017,44,14,2845
2017,44,1495,88734
2017,44,49,8397
2017,44,84,10389
2017,44,106,6772
2017,44,84,4476
2017,44,154,2065
2017,44,3,645
2017,44,1772,100805
2017,45,964,40282
2017,45,149,5016
2017,45,317,15685
2017,45,60,5003
2017,45,950,49777
2017,45,220,24465
2017,45,73,5072
2017,45,5,2687
2017,45,304,13581
2017,45,1466,47385
2017,45,41,1154
2017,45,7,1319
2017,45,633,46858
2017,45,70,5468
2017,45,22,3994
2017,45,125,7467
2017,45,173,10796
2017,45,2112,53174
2017,45,22,4190
2017,45,88,8201
2017,45,441,36517
2017,45,442,27941
2017,45,107,7516
2017,45,820,18634
2017,45,78,7834
2017,45,4,3121
2017,45,145,5629
2017,45,188,18002
2017,45,22,3586
2017,45,612,25272
2017,45,258,17746
2017,45,232,14407
2017,45,263,16822
2017,45,10,1190
2017,45,186,21548
2017,45,239,9044
2017,45,520,34797
2017,45,764,62684
2017,45,39,5939
2017,45,215,7357
2017,45,244,10574
2017,45,174,10470
2017,45,1109,30200
2017,45,34,25643
2017,45,18,3103
2017,45,1571,87938
2017,45,55,8703
2017,45,98,14291
2017,45,118,6752
2017,45,70,4123
2017,45,170,2530
2017,45,1,640
2017,45,1707,100114
2017,46,1100,40026
2017,46,162,4747
2017,46,451,18727
2017,46,114,5364
2017,46,1024,51251
2017,46,256,25213
2017,46,85,4925
2017,46,3,2822
2017,46,352,15229
2017,46,1541,48417
2017,46,40,1326
2017,46,9,1393
2017,46,610,47169
2017,46,58,5692
2017,46,17,4355
2017,46,148,7395
2017,46,243,11166
2017,46,2422,55779
2017,46,37,4596
2017,46,150,7581
2017,46,472,37033
2017,46,395,26283
2017,46,115,7001
2017,46,1080,20424
2017,46,100,7905
2017,46,4,3697
2017,46,232,8820
2017,46,173,18550
2017,46,11,2932
2017,46,647,26304
2017,46,427,28464
2017,46,239,14668
2017,46,354,19329
2017,46,6,1325
2017,46,201,22064
2017,46,230,9056
2017,46,536,42381
2017,46,810,63190
2017,46,39,5861
2017,46,226,7208
2017,46,305,11195
2017,46,138,9509
2017,46,1365,30884
2017,46,64,20233
2017,46,22,2984
2017,46,1814,89507
2017,46,43,7755
2017,46,107,13197
2017,46,37,3948
2017,46,47,4791
2017,46,220,2400
2017,46,6,873
2017,46,2342,102701
2017,47,967,34509
2017,47,156,4521
2017,47,215,10524
2017,47,48,2813
2017,47,817,36820
2017,47,227,18901
2017,47,57,2383
2017,47,1,1844
2017,47,230,10464
2017,47,1624,43959
2017,47,37,1040
2017,47,9,755
2017,47,545,34958
2017,47,39,2814
2017,47,24,2633
2017,47,128,5519
2017,47,151,8696
2017,47,2587,50119
2017,47,24,2640
2017,47,104,5862
2017,47,455,27381
2017,47,428,22916
2017,47,90,5423
2017,47,1087,17861
2017,47,77,5512
2017,47,6,2592
2017,47,260,8056
2017,47,224,17554
2017,47,16,2216
2017,47,666,23602
2017,47,246,15990
2017,47,195,10263
2017,47,276,10764
2017,47,16,1358
2017,47,147,14142
2017,47,201,7149
2017,47,553,33670
2017,47,718,55326
2017,47,29,3891
2017,47,175,4176
2017,47,198,8969
2017,47,129,6423
2017,47,1023,22376
2017,47,43,18457
2017,47,22,1989
2017,47,1878,85741
2017,47,56,6824
2017,47,140,8335
2017,47,91,4483
2017,47,39,3399
2017,47,185,2365
2017,47,8,847
2017,47,1974,93332
2017,48,1239,41708
2017,48,181,4881
2017,48,615,18763
2017,48,129,5047
2017,48,988,50688
2017,48,336,26488
2017,48,126,4750
2017,48,5,2742
2017,48,394,14901
2017,48,1650,49547
2017,48,60,1327
2017,48,16,1313
2017,48,906,48729
2017,48,110,5383
2017,48,40,4824
2017,48,128,7498
2017,48,237,11282
2017,48,3026,59538
2017,48,40,3671
2017,48,111,8089
2017,48,504,36208
2017,48,429,27260
2017,48,100,6787
2017,48,1112,19958
2017,48,72,5054
2017,48,3,3162
2017,48,241,10282
2017,48,225,19412
2017,48,27,3509
2017,48,747,26889
2017,48,251,19682
2017,48,277,13203
2017,48,324,18856
2017,48,10,1477
2017,48,237,22346
2017,48,258,9206
2017,48,529,33878
2017,48,888,65665
2017,48,32,5926
2017,48,244,6082
2017,48,230,10762
2017,48,126,10224
2017,48,1541,29259
2017,48,59,21411
2017,48,29,2933
2017,48,2213,94944
2017,48,70,9363
2017,48,155,13118
2017,48,115,6610
2017,48,68,4375
2017,48,204,2147
2017,48,8,617
2017,48,1870,107711
2017,49,1274,35450
2017,49,192,4611
2017,49,449,13674
2017,49,156,4224
2017,49,1236,49477
2017,49,379,24794
2017,49,129,4798
2017,49,5,2642
2017,49,368,14735
2017,49,1568,45292
2017,49,56,1290
2017,49,15,1312
2017,49,957,47864
2017,49,127,5112
2017,49,47,4921
2017,49,175,6908
2017,49,368,11058
2017,49,2800,53413
2017,49,37,4330
2017,49,119,8340
2017,49,555,36645
2017,49,524,28016
2017,49,153,7115
2017,49,917,15477
2017,49,172,7564
2017,49,4,3774
2017,49,217,8899
2017,49,260,18135
2017,49,20,3206
2017,49,724,25782
2017,49,338,18889
2017,49,334,13968
2017,49,340,16903
2017,49,17,1324
2017,49,289,21408
2017,49,257,8466
2017,49,609,32805
2017,49,826,60454
2017,49,106,5943
2017,49,238,5850
2017,49,220,10378
2017,49,123,8612
2017,49,1678,28774
2017,49,67,25073
2017,49,30,2928
2017,49,2050,86753
2017,49,20,5236
2017,49,160,12946
2017,49,146,6844
2017,49,85,4209
2017,49,155,1893
2017,49,6,590
2017,49,2611,103401
2017,50,1737,36974
2017,50,204,5241
2017,50,866,16971
2017,50,258,5044
2017,50,1671,49266
2017,50,436,24346
2017,50,88,3068
2017,50,7,2616
2017,50,363,14257
2017,50,1683,46770
2017,50,40,1209
2017,50,7,904
2017,50,1397,46587
2017,50,106,4589
2017,50,47,4100
2017,50,264,6509
2017,50,522,10840
2017,50,4046,60183
2017,50,30,3836
2017,50,122,7762
2017,50,639,37084
2017,50,545,24674
2017,50,157,6814
2017,50,1498,17644
2017,50,203,7280
2017,50,3,3607
2017,50,298,9035
2017,50,440,18986
2017,50,24,3055
2017,50,826,25614
2017,50,383,16006
2017,50,349,13134
2017,50,305,15768
2017,50,21,1261
2017,50,262,20912
2017,50,458,9341
2017,50,854,34306
2017,50,852,58302
2017,50,79,5558
2017,50,242,5415
2017,50,209,9991
2017,50,207,8725
2017,50,2764,29508
2017,50,74,17004
2017,50,52,2556
2017,50,2231,85737
2017,50,25,4923
2017,50,321,13350
2017,50,126,6464
2017,50,94,4247
2017,50,215,2117
2017,50,8,902
2017,50,2543,97348
2017,51,3116,40309
2017,51,208,5068
2017,51,973,15826
2017,51,375,3836
2017,51,2069,45087
2017,51,546,24384
2017,51,90,2288
2017,51,13,2580
2017,51,296,13135
2017,51,2199,47058
2017,51,67,1123
2017,51,24,1187
2017,51,1956,46597
2017,51,159,3369
2017,51,51,3209
2017,51,395,6253
2017,51,1007,10437
2017,51,6165,64123
2017,51,35,3615
2017,51,161,6895
2017,51,719,34148
2017,51,579,21047
2017,51,177,6030
2017,51,2426,19805
2017,51,278,5666
2017,51,2,3139
2017,51,379,9686
2017,51,523,18848
2017,51,22,2646
2017,51,907,25713
2017,51,575,18200
2017,51,445,11657
2017,51,215,11311
2017,51,68,1800
2017,51,363,19300
2017,51,532,7804
2017,51,1397,36740
2017,51,1016,59874
2017,51,70,4505
2017,51,328,4904
2017,51,277,10939
2017,51,330,6767
2017,51,3938,29281
2017,51,143,11710
2017,51,23,2293
2017,51,2749,90098
2017,51,39,3665
2017,51,441,11450
2017,51,164,5759
2017,51,117,4105
2017,51,189,1654
2017,51,2,557
2017,51,3060,100842
2017,52,3583,39169
2017,52,231,5000
2017,52,1078,12685
2017,52,286,2612
2017,52,2512,36712
2017,52,469,18250
2017,52,96,2278
2017,52,4,1438
2017,52,270,9681
2017,52,2412,43377
2017,52,57,665
2017,52,13,947
2017,52,2524,39171
2017,52,167,2129
2017,52,83,2340
2017,52,379,4718
2017,52,782,8949
2017,52,6583,57855
2017,52,25,2095
2017,52,189,4223
2017,52,796,25554
2017,52,566,16169
2017,52,150,4126
2017,52,2059,14826
2017,52,190,2036
2017,52,3,1695
2017,52,496,9014
2017,52,712,18969
2017,52,13,1650
2017,52,1085,23286
2017,52,776,17083
2017,52,366,10212
2017,52,234,6155
2017,52,31,1321
2017,52,474,14397
2017,52,645,7814
2017,52,1821,37241
2017,52,1334,52889
2017,52,45,2953
2017,52,365,4368
2017,52,302,8736
2017,52,221,4946
2017,52,1830,16708
2017,52,205,9411
2017,52,35,1948
2017,52,3523,89864
2017,52,257,5465
2017,52,830,10751
2017,52,109,3036
2017,52,167,3375
2017,52,216,2224
2017,52,4,599
2017,52,3273,90851
2018,1,3738,39536
2018,1,222,5122
2018,1,1249,16936
2018,1,257,3341
2018,1,2310,34658
2018,1,553,20241
2018,1,112,2501
2018,1,9,1502
2018,1,310,10656
2018,1,3067,48613
2018,1,54,1116
2018,1,37,1078
2018,1,2495,42614
2018,1,194,2798
2018,1,52,2381
2018,1,499,5770
2018,1,1096,10003
2018,1,5053,49257
2018,1,25,2825
2018,1,198,5134
2018,1,721,25132
2018,1,676,22838
2018,1,221,5220
2018,1,1964,19650
2018,1,256,2382
2018,1,3,2523
2018,1,453,8968
2018,1,690,19381
2018,1,34,1863
2018,1,1142,23387
2018,1,869,18907
2018,1,340,7450
2018,1,260,8593
2018,1,34,1250
2018,1,470,15530
2018,1,517,7875
2018,1,1875,39154
2018,1,1709,66452
2018,1,71,3007
2018,1,340,4359
2018,1,295,9786
2018,1,312,6140
2018,1,3428,27226
2018,1,237,11307
2018,1,54,2018
2018,1,3803,87485
2018,1,267,5190
2018,1,459,8289
2018,1,159,4192
2018,1,239,3609
2018,1,220,2254
2018,1,14,919
2018,1,3221,89451
2018,2,4829,43245
2018,2,208,4692
2018,2,951,17074
2018,2,474,4655
2018,2,2361,50328
2018,2,686,26559
2018,2,127,2426
2018,2,24,2846
2018,2,394,13662
2018,2,4731,52790
2018,2,101,1566
2018,2,60,1629
2018,2,2465,47503
2018,2,318,4129
2018,2,96,4104
2018,2,608,6575
2018,2,1111,9038
2018,2,5681,55685
2018,2,25,4606
2018,2,288,7754
2018,2,819,35712
2018,2,1105,27532
2018,2,321,6338
2018,2,1998,18602
2018,2,271,3079
2018,2,21,3300
2018,2,316,9125
2018,2,584,20255
2018,2,52,2969
2018,2,1165,25981
2018,2,986,21600
2018,2,648,10458
2018,2,618,15236
2018,2,64,1284
2018,2,615,19685
2018,2,767,9519
2018,2,1954,41533
2018,2,1739,60531
2018,2,135,4387
2018,2,497,6363
2018,2,368,11196
2018,2,525,9324
2018,2,4047,31448
2018,2,282,13532
2018,2,62,2523
2018,2,4560,93744
2018,2,352,8984
2018,2,627,10466
2018,2,237,5529
2018,2,208,3984
2018,2,304,2186
2018,2,16,619
2018,2,4167,109332
2018,3,5145,38526
2018,3,199,4980
2018,3,1056,18193
2018,3,419,4388
2018,3,1963,49874
2018,3,665,26169
2018,3,248,4134
2018,3,29,2367
2018,3,436,12339
2018,3,6284,50456
2018,3,77,1268
2018,3,45,1508
2018,3,2370,45340
2018,3,369,4901
2018,3,125,4282
2018,3,716,6650
2018,3,1214,11259
2018,3,4902,49721
2018,3,35,4303
2018,3,344,6960
2018,3,1066,33669
2018,3,1347,27458
2018,3,373,6418
2018,3,1680,17915
2018,3,448,3992
2018,3,17,3155
2018,3,424,9732
2018,3,449,18503
2018,3,81,2594
2018,3,1597,25479
2018,3,1165,20179
2018,3,842,11311
2018,3,773,11790
2018,3,44,1280
2018,3,698,18788
2018,3,939,10013
2018,3,1902,38133
2018,3,2246,58277
2018,3,197,4499
2018,3,723,7374
2018,3,474,11568
2018,3,751,8081
2018,3,3966,30429
2018,3,300,11538
2018,3,88,2701
2018,3,5509,89612
2018,3,286,8338
2018,3,644,10136
2018,3,232,5574
2018,3,259,3745
2018,3,237,2226
2018,3,19,901
2018,3,5666,110054
2018,4,5136,43289
2018,4,233,4796
2018,4,923,18732
2018,4,434,5032
2018,4,2038,52286
2018,4,793,25969
2018,4,331,5454
2018,4,72,3075
2018,4,658,15523
2018,4,7656,52411
2018,4,99,1520
2018,4,45,1582
2018,4,2560,50888
2018,4,448,5531
2018,4,172,4649
2018,4,852,7944
2018,4,1245,13490
2018,4,4626,55912
2018,4,62,4718
2018,4,429,7539
2018,4,1480,37988
2018,4,1515,28917
2018,4,458,7247
2018,4,2128,20307
2018,4,485,4294
2018,4,15,3618
2018,4,633,9354
2018,4,551,21202
2018,4,108,3027
2018,4,2480,29716
2018,4,1250,18770
2018,4,1355,14768
2018,4,1616,20076
2018,4,54,1600
2018,4,882,23180
2018,4,1119,9999
2018,4,1801,38618
2018,4,3116,65808
2018,4,290,5461
2018,4,907,6894
2018,4,545,11474
2018,4,631,11626
2018,4,5203,35721
2018,4,234,13318
2018,4,115,2880
2018,4,8507,100028
2018,4,345,9108
2018,4,795,12411
2018,4,309,6473
2018,4,290,4170
2018,4,255,2192
2018,4,21,894
2018,4,7542,117940
2018,5,5278,42661
2018,5,303,4971
2018,5,756,15600
2018,5,636,5754
2018,5,2369,55627
2018,5,977,26729
2018,5,403,6548
2018,5,105,3032
2018,5,813,15459
2018,5,8032,51975
2018,5,74,1384
2018,5,58,1728
2018,5,2720,46398
2018,5,423,5400
2018,5,172,4711
2018,5,924,8153
2018,5,1277,12590
2018,5,4744,54737
2018,5,63,4973
2018,5,455,7772
2018,5,1992,36294
2018,5,1620,28774
2018,5,499,7725
2018,5,2033,21405
2018,5,842,7755
2018,5,28,3988
2018,5,709,10310
2018,5,574,19637
2018,5,161,3352
2018,5,2981,29784
2018,5,2219,22303
2018,5,1674,15304
2018,5,1804,20879
2018,5,54,1586
2018,5,1009,24033
2018,5,1021,10864
2018,5,1766,38216
2018,5,3680,62566
2018,5,374,6428
2018,5,1025,7448
2018,5,649,12053
2018,5,696,10187
2018,5,4996,35856
2018,5,271,13473
2018,5,110,2395
2018,5,10776,102017
2018,5,247,8256
2018,5,591,10353
2018,5,337,6830
2018,5,329,4672
2018,5,289,2417
2018,5,7,792
2018,5,8829,117604
2018,6,5100,43148
2018,6,329,5480
2018,6,996,18992
2018,6,553,5650
2018,6,2116,55407
2018,6,863,27200
2018,6,463,6468
2018,6,187,2977
2018,6,776,15273
2018,6,8949,59220
2018,6,67,1392
2018,6,42,1726
2018,6,2552,45691
2018,6,442,5287
2018,6,150,4340
2018,6,923,7919
2018,6,1276,13047
2018,6,4356,56363
2018,6,72,4716
2018,6,450,8503
2018,6,2069,38157
2018,6,1386,26633
2018,6,474,7038
2018,6,1873,21395
2018,6,645,6429
2018,6,17,3635
2018,6,854,9611
2018,6,567,19628
2018,6,225,3365
2018,6,3301,30580
2018,6,1995,23772
2018,6,1678,15658
2018,6,1999,19470
2018,6,65,1465
2018,6,1098,21388
2018,6,760,9982
2018,6,1406,39005
2018,6,4221,63437
2018,6,507,6487
2018,6,1031,7043
2018,6,549,11362
2018,6,586,9530
2018,6,4450,34484
2018,6,633,24572
2018,6,161,2852
2018,6,11452,104785
2018,6,210,8770
2018,6,798,12020
2018,6,306,6275
2018,6,329,4576
2018,6,311,2392
2018,6,9,871
2018,6,10196,120546
2018,7,2921,43886
2018,7,385,5506
2018,7,948,18327
2018,7,418,5479
2018,7,1879,50592
2018,7,740,25441
2018,7,385,6216
2018,7,143,3040
2018,7,790,14906
2018,7,6528,55082
2018,7,70,1375
2018,7,37,1731
2018,7,2414,48859
2018,7,356,5526
2018,7,95,3704
2018,7,903,7754
2018,7,1172,13189
2018,7,3652,54654
2018,7,77,5056
2018,7,382,8058
2018,7,1986,39181
2018,7,1027,25698
2018,7,443,7788
2018,7,1495,19313
2018,7,675,7683
2018,7,17,3590
2018,7,752,10207
2018,7,496,18826
2018,7,215,3428
2018,7,3391,30406
2018,7,1423,21222
2018,7,1588,15412
2018,7,1445,18240
2018,7,43,1460
2018,7,816,22335
2018,7,569,9149
2018,7,1213,38458
2018,7,4352,64014
2018,7,459,6334
2018,7,725,6043
2018,7,548,12635
2018,7,530,9435
2018,7,3598,32878
2018,7,1379,46182
2018,7,138,3082
2018,7,11195,104262
2018,7,181,8462
2018,7,734,11582
2018,7,295,6795
2018,7,303,4291
2018,7,265,2214
2018,7,13,828
2018,7,8981,107386
2018,8,2172,38411
2018,8,344,5475
2018,8,885,17247
2018,8,332,5297
2018,8,1619,46112
2018,8,672,24694
2018,8,297,5639
2018,8,80,2964
2018,8,499,12832
2018,8,3190,49605
2018,8,43,985
2018,8,37,1493
2018,8,1879,46933
2018,8,158,4067
2018,8,91,4439
2018,8,628,6755
2018,8,819,9663
2018,8,2335,52658
2018,8,69,4374
2018,8,369,8903
2018,8,1532,33203
2018,8,880,25751
2018,8,352,6606
2018,8,1093,18815
2018,8,369,6802
2018,8,19,3201
2018,8,633,9746
2018,8,397,18185
2018,8,114,3284
2018,8,2231,26808
2018,8,987,18943
2018,8,875,12540
2018,8,832,16096
2018,8,50,1562
2018,8,652,21550
2018,8,445,8437
2018,8,1101,35133
2018,8,3145,58329
2018,8,261,5215
2018,8,435,5487
2018,8,426,9671
2018,8,253,7703
2018,8,2638,31865
2018,8,1082,35719
2018,8,113,2966
2018,8,7516,96257
2018,8,176,7713
2018,8,292,10333
2018,8,271,6780
2018,8,249,4008
2018,8,232,2356
2018,8,7,840
2018,8,6376,107032
2018,9,1212,35283
2018,9,399,5597
2018,9,778,17595
2018,9,193,4567
2018,9,1870,51253
2018,9,554,25400
2018,9,238,4628
2018,9,55,3089
2018,9,360,13842
2018,9,1961,47891
2018,9,52,1354
2018,9,25,1700
2018,9,1279,46939
2018,9,180,4616
2018,9,54,3735
2018,9,477,7248
2018,9,527,9067
2018,9,1800,51897
2018,9,48,4959
2018,9,259,8482
2018,9,1040,34625
2018,9,781,25714
2018,9,295,6595
2018,9,679,17590
2018,9,239,6639
2018,9,35,3950
2018,9,497,8774
2018,9,316,17498
2018,9,110,3134
2018,9,1335,26266
2018,9,849,18816
2018,9,576,11427
2018,9,462,15052
2018,9,36,1324
2018,9,368,21750
2018,9,292,7779
2018,9,1005,37629
2018,9,2149,58360
2018,9,143,4900
2018,9,240,4411
2018,9,437,11302
2018,9,160,7874
2018,9,1833,30177
2018,9,730,50941
2018,9,110,2877
2018,9,4506,89049
2018,9,123,6278
2018,9,273,10596
2018,9,215,6173
2018,9,194,4011
2018,9,152,1899
2018,9,7,848
2018,9,3278,92282
2018,10,1034,35569
2018,10,436,5729
2018,10,535,13475
2018,10,135,4531
2018,10,1813,53433
2018,10,455,25366
2018,10,169,4488
2018,10,25,2607
2018,10,349,14487
2018,10,1783,47457
2018,10,77,1284
2018,10,7,1737
2018,10,1081,46923
2018,10,132,4385
2018,10,64,3795
2018,10,375,7174
2018,10,399,8268
2018,10,1547,50246
2018,10,23,3460
2018,10,189,7850
2018,10,765,31894
2018,10,595,25831
2018,10,264,5690
2018,10,574,18387
2018,10,122,3964
2018,10,19,3769
2018,10,530,9014
2018,10,260,18279
2018,10,51,2779
2018,10,1087,24843
2018,10,587,18108
2018,10,402,10808
2018,10,360,13061
2018,10,16,1208
2018,10,347,21245
2018,10,228,7372
2018,10,804,37670
2018,10,1420,52164
2018,10,115,5185
2018,10,192,5011
2018,10,334,9237
2018,10,85,6399
2018,10,1286,26481
2018,10,613,38065
2018,10,89,2613
2018,10,3498,87647
2018,10,93,5661
2018,10,176,9468
2018,10,233,6508
2018,10,200,4029
2018,10,164,1246
2018,10,4,953
2018,10,2711,96831
2018,11,945,35762
2018,11,365,5570
2018,11,550,14267
2018,11,95,4044
2018,11,1658,51650
2018,11,360,22994
2018,11,87,2415
2018,11,39,2813
2018,11,375,13713
2018,11,1655,47952
2018,11,55,1160
2018,11,15,1505
2018,11,1051,45384
2018,11,76,2531
2018,11,61,3142
2018,11,243,6729
2018,11,262,9191
2018,11,1430,53113
2018,11,41,3953
2018,11,171,8925
2018,11,669,28839
2018,11,442,25496
2018,11,210,5902
2018,11,486,15904
2018,11,38,2479
2018,11,14,3659
2018,11,428,8904
2018,11,269,17770
2018,11,22,2258
2018,11,933,24835
2018,11,551,17232
2018,11,345,10226
2018,11,369,14726
2018,11,10,1250
2018,11,301,17751
2018,11,170,7148
2018,11,946,38618
2018,11,1319,53212
2018,11,109,3888
2018,11,166,4431
2018,11,360,10796
2018,11,71,7805
2018,11,817,21955
2018,11,445,34456
2018,11,53,2322
2018,11,3419,87889
2018,11,114,4724
2018,11,146,9983
2018,11,158,6439
2018,11,183,4207
2018,11,171,2191
2018,11,8,833
2018,11,2398,99999
2018,12,837,35323
2018,12,342,5485
2018,12,640,17171
2018,12,41,2467
2018,12,1457,49258
2018,12,313,24233
2018,12,172,4835
2018,12,30,2255
2018,12,330,12079
2018,12,1381,47739
2018,12,42,1209
2018,12,19,1433
2018,12,958,43290
2018,12,154,4712
2018,12,34,3040
2018,12,178,5228
2018,12,260,8512
2018,12,1312,54050
2018,12,33,4652
2018,12,131,7084
2018,12,589,33600
2018,12,547,25688
2018,12,177,6216
2018,12,442,16548
2018,12,94,3135
2018,12,14,3717
2018,12,314,8912
2018,12,183,16865
2018,12,26,3134
2018,12,803,24610
2018,12,432,15609
2018,12,249,10569
2018,12,339,15631
2018,12,5,1331
2018,12,278,19151
2018,12,157,6229
2018,12,878,37049
2018,12,1289,54977
2018,12,110,5030
2018,12,164,5171
2018,12,312,10631
2018,12,57,6940
2018,12,853,27717
2018,12,290,35541
2018,12,77,2857
2018,12,3205,88243
2018,12,113,5873
2018,12,137,8873
2018,12,133,6148
2018,12,154,4070
2018,12,166,2088
2018,12,3,821
2018,12,2334,96917
2018,13,738,35774
2018,13,322,5017
2018,13,575,17139
2018,13,52,3904
2018,13,1167,42259
2018,13,225,24001
2018,13,215,5193
2018,13,23,2321
2018,13,291,13156
2018,13,1342,46510
2018,13,20,717
2018,13,10,1573
2018,13,811,37040
2018,13,118,4130
2018,13,42,3362
2018,13,174,6581
2018,13,241,8086
2018,13,1198,53298
2018,13,28,4932
2018,13,127,6053
2018,13,636,34908
2018,13,465,20307
2018,13,160,6050
2018,13,376,16060
2018,13,39,2466
2018,13,10,3009
2018,13,296,8600
2018,13,171,16005
2018,13,19,3209
2018,13,761,23615
2018,13,312,16184
2018,13,275,10611
2018,13,363,14536
2018,13,8,1317
2018,13,249,16378
2018,13,112,7025
2018,13,727,34404
2018,13,1174,54436
2018,13,74,4735
2018,13,137,4794
2018,13,264,10188
2018,13,49,6425
2018,13,762,21686
2018,13,95,9495
2018,13,83,2779
2018,13,2281,65018
2018,13,86,5487
2018,13,187,8776
2018,13,104,5290
2018,13,106,3994
2018,13,150,1942
2018,13,4,893
2018,13,2231,99109
2018,14,693,38035
2018,14,328,4961
2018,14,565,17058
2018,14,24,2876
2018,14,1082,46923
2018,14,222,23398
2018,14,139,4414
2018,14,4,2533
2018,14,273,13850
2018,14,1211,45961
2018,14,48,1148
2018,14,19,1669
2018,14,781,44354
2018,14,101,4406
2018,14,27,2800
2018,14,131,5915
2018,14,187,7080
2018,14,1118,52434
2018,14,27,4852
2018,14,107,7342
2018,14,678,35190
2018,14,430,23634
2018,14,105,5765
2018,14,352,15676
