YEAR,WEEK,ILITOTAL,TOTAL PATIENTS
2018,40,26,1137
2018,40,2037,105899
2018,41,635,36837
2018,41,109,4587
2018,41,288,17202
2018,41,52,4656
2018,41,598,47006
2018,41,978,41818
2018,41,70,4548
2018,41,2,2291
2018,41,305,13537
2018,41,1830,76423
2018,41,29,2050
2018,41,5,1845
2018,41,493,49031
2018,41,58,5221
2018,41,35,6892
2018,41,124,14669
2018,41,142,11106
2018,41,1312,51360
2018,41,150,15378
2018,41,56,7939
2018,41,583,50048
2018,41,259,24182
2018,41,133,7751
2018,41,346,17315
2018,41,23,4076
2018,41,43,7945
2018,41,196,7614
2018,41,107,17032
2018,41,6,3065
2018,41,897,34417
2018,41,173,21374
2018,41,661,67345
2018,41,1139,108746
2018,41,49,3704
2018,41,117,18153
2018,41,121,6483
2018,41,280,35287
2018,41,639,60911
2018,41,18,5540
2018,41,224,14148
2018,41,126,15997
2018,41,53,7396
2018,41,589,27746
2018,41,149,16742
2018,41,60,5458
2018,41,1490,90142
2018,41,37,7284
2018,41,108,14695
2018,41,319,22280
2018,41,64,3982
2018,41,160,2327
2018,41,17,1160
2018,41,2048,106086
2018,42,658,35894
2018,42,100,4405
2018,42,332,18531
2018,42,87,5305
2018,42,691,48390
2018,42,1042,40311
2018,42,66,4990
2018,42,3,2639
2018,42,293,14493
2018,42,2067,78865
2018,42,35,2016
2018,42,2,2197
2018,42,518,49846
2018,42,47,5547
2018,42,33,6917
2018,42,136,13722
2018,42,181,12972
2018,42,1408,50927
2018,42,137,14810
2018,42,86,7859
2018,42,605,47524
2018,42,293,26948
2018,42,107,7667
2018,42,384,17529
2018,42,33,4151
2018,42,55,7656
2018,42,47,3072
2018,42,89,15883
2018,42,21,3175
2018,42,889,33022
2018,42,204,19079
2018,42,706,63707
2018,42,1261,109669
2018,42,29,3634
2018,42,115,18000
2018,42,132,6361
2018,42,298,34773
2018,42,610,56659
2018,42,22,6854
2018,42,234,15814
2018,42,142,16067
2018,42,24,6769
2018,42,607,27485
2018,42,309,23065
2018,42,59,5245
2018,42,1715,87148
2018,42,21,6497
2018,42,130,14324
2018,42,308,21334
2018,42,42,4222
2018,42,165,2312
2018,42,21,1186
2018,42,2206,101296
2018,43,857,38227
2018,43,38,3782
2018,43,257,15910
2018,43,85,5703
2018,43,753,47554
2018,43,944,41102
2018,43,81,5010
2018,43,4,2572
2018,43,280,15293
2018,43,2338,79133
2018,43,38,2156
2018,43,7,1863
2018,43,579,49913
2018,43,65,6146
2018,43,45,7296
2018,43,176,14687
2018,43,227,14367
2018,43,1590,50043
2018,43,168,13553
2018,43,69,6945
2018,43,550,48101
2018,43,339,28257
2018,43,116,7536
2018,43,405,16143
2018,43,43,4437
2018,43,52,8960
2018,43,177,8579
2018,43,94,16165
2018,43,23,3109
2018,43,982,32857
2018,43,233,21418
2018,43,700,61620
2018,43,1425,104003
2018,43,29,3636
2018,43,166,18570
2018,43,179,7227
2018,43,306,34793
2018,43,652,57069
2018,43,31,6799
2018,43,298,15296
2018,43,141,16525
2018,43,91,8617
2018,43,761,28826
2018,43,338,19911
2018,43,71,4984
2018,43,1632,86607
2018,43,31,6769
2018,43,151,14727
2018,43,286,21183
2018,43,38,4233
2018,43,108,1589
2018,43,17,953
2018,43,2399,98630
2018,44,914,38378
2018,44,95,3882
2018,44,407,20159
2018,44,109,4961
2018,44,875,49603
2018,44,1073,41162
2018,44,102,5524
2018,44,4,2630
2018,44,336,14888
2018,44,2626,79086
2018,44,31,1761
2018,44,4,1799
2018,44,656,50265
2018,44,77,5833
2018,44,36,6186
2018,44,168,14532
2018,44,232,12489
2018,44,1645,49881
2018,44,82,9653
2018,44,138,8301
2018,44,565,50500
2018,44,311,26945
2018,44,162,7209
2018,44,457,16912
2018,44,59,4095
2018,44,62,8754
2018,44,182,8193
2018,44,87,15835
2018,44,24,3279
2018,44,992,33347
2018,44,256,19854
2018,44,786,61936
2018,44,1548,106418
2018,44,40,3452
2018,44,193,18929
2018,44,235,8811
2018,44,313,33738
2018,44,676,56211
2018,44,38,6806
2018,44,347,15821
2018,44,161,16557
2018,44,72,8270
2018,44,831,28668
2018,44,275,19044
2018,44,58,4971
2018,44,1819,88407
2018,44,27,6414
2018,44,148,14492
2018,44,308,20900
2018,44,35,4075
2018,44,127,1957
2018,44,19,996
2018,44,2162,100006
2018,45,1087,39275
2018,45,101,4895
2018,45,424,20616
2018,45,100,5041
2018,45,944,50580
2018,45,1120,40874
2018,45,122,5357
2018,45,13,2452
2018,45,291,14972
2018,45,2745,80794
2018,45,22,1569
2018,45,10,1905
2018,45,632,50231
2018,45,79,5879
2018,45,31,6662
2018,45,192,14038
2018,45,229,13943
2018,45,1867,50787
2018,45,111,11313
2018,45,98,6562
2018,45,599,49345
2018,45,382,27957
2018,45,132,7507
2018,45,499,17537
2018,45,55,4115
2018,45,50,8442
2018,45,176,7908
2018,45,89,15897
2018,45,25,3144
2018,45,926,31655
2018,45,278,21219
2018,45,710,64768
2018,45,1427,94175
2018,45,27,3427
2018,45,157,18034
2018,45,153,5909
2018,45,347,34860
2018,45,731,55269
2018,45,41,6511
2018,45,406,15992
2018,45,152,16676
2018,45,81,8240
2018,45,945,29883
2018,45,428,20800
2018,45,45,5017
2018,45,1850,81356
2018,45,30,6054
2018,45,173,16578
2018,45,280,20736
2018,45,41,4225
2018,45,150,1987
2018,45,6,761
2018,45,2260,98990
2018,46,1111,37490
2018,46,114,4450
2018,46,363,17148
2018,46,110,4429
2018,46,943,45451
2018,46,1160,37526
2018,46,138,5633
2018,46,10,2409
2018,46,338,13255
2018,46,2888,77192
2018,46,27,1591
2018,46,20,1538
2018,46,649,47240
2018,46,81,5351
2018,46,28,7221
2018,46,209,14697
2018,46,207,12057
2018,46,1956,47835
2018,46,149,13140
2018,46,65,8234
2018,46,577,48459
2018,46,354,24401
2018,46,139,7530
2018,46,523,16016
2018,46,18,3445
2018,46,61,8540
2018,46,175,6684
2018,46,100,15339
2018,46,6,2668
2018,46,1014,31383
2018,46,271,19382
2018,46,659,57808
2018,46,1389,82670
2018,46,39,3417
2018,46,114,14815
2018,46,332,9046
2018,46,406,34996
2018,46,675,48727
2018,46,19,6114
2018,46,323,14282
2018,46,72,16619
2018,46,91,7956
2018,46,973,28712
2018,46,370,18357
2018,46,46,4057
2018,46,1896,77162
2018,46,29,5948
2018,46,154,14018
2018,46,316,20427
2018,46,31,4035
2018,46,168,2084
2018,46,3,759
2018,46,2324,95134
2018,47,1084,35456
2018,47,121,4604
2018,47,434,16003
2018,47,76,2784
2018,47,719,34603
2018,47,986,34973
2018,47,106,4042
2018,47,4,1562
2018,47,239,11089
2018,47,3230,71842
2018,47,22,1272
2018,47,7,1087
2018,47,627,40380
2018,47,54,2887
2018,47,32,4595
2018,47,198,12933
2018,47,201,10673
2018,47,2271,48321
2018,47,142,12325
2018,47,64,4627
2018,47,644,39499
2018,47,189,11263
2018,47,110,4987
2018,47,512,15633
2018,47,23,1936
2018,47,95,7295
2018,47,195,6339
2018,47,148,13121
2018,47,3,1563
2018,47,988,28805
2018,47,243,18315
2018,47,742,55367
2018,47,1263,75983
2018,47,21,3250
2018,47,125,12009
2018,47,223,5495
2018,47,450,32953
2018,47,663,41348
2018,47,19,4199
2018,47,424,14442
2018,47,157,13663
2018,47,81,4926
2018,47,806,21960
2018,47,522,17151
2018,47,28,3669
2018,47,2085,76595
2018,47,30,4027
2018,47,117,8305
2018,47,277,17968
2018,47,16,2732
2018,47,187,2036
2018,47,5,767
2018,47,2448,89155
2018,48,1263,41155
2018,48,116,5014
2018,48,552,20354
2018,48,97,4606
2018,48,1177,50044
2018,48,1492,42781
2018,48,155,5983
2018,48,5,2504
2018,48,368,16072
2018,48,3378,81795
2018,48,34,1768
2018,48,7,1147
2018,48,732,50693
2018,48,93,5479
2018,48,35,5853
2018,48,206,14031
2018,48,238,13575
2018,48,2424,53941
2018,48,110,13042
2018,48,83,7390
2018,48,716,51476
2018,48,386,26030
2018,48,149,7155
2018,48,631,18451
2018,48,54,4067
2018,48,69,7794
2018,48,195,7254
2018,48,171,16732
2018,48,5,2746
2018,48,1098,33204
2018,48,299,21350
2018,48,828,62823
2018,48,1843,102756
2018,48,46,3533
2018,48,204,17743
2018,48,202,7346
2018,48,443,36142
2018,48,1074,75182
2018,48,37,6220
2018,48,479,16164
2018,48,186,18856
2018,48,125,8777
2018,48,1104,30758
2018,48,456,19433
2018,48,47,5024
2018,48,2158,83079
2018,48,40,6009
2018,48,188,14505
2018,48,338,21110
2018,48,32,3847
2018,48,150,2059
2018,48,17,1526
2018,48,2579,102699
2018,49,1152,38716
2018,49,114,4721
2018,49,525,19690
2018,49,94,4826
2018,49,1206,47271
2018,49,1606,41382
2018,49,240,6547
2018,49,14,2155
2018,49,349,9753
2018,49,3182,78025
2018,49,36,1626
2018,49,9,1292
2018,49,788,51096
2018,49,96,5273
2018,49,39,7188
2018,49,192,14382
2018,49,184,11940
2018,49,2001,50531
2018,49,113,13238
2018,49,70,7349
2018,49,762,50580
2018,49,352,25604
2018,49,148,7795
2018,49,540,16759
2018,49,63,3862
2018,49,56,8411
2018,49,179,7710
2018,49,168,15291
2018,49,21,2911
2018,49,1172,32837
2018,49,318,20183
2018,49,892,60697
2018,49,1792,101346
2018,49,28,3539
2018,49,208,18838
2018,49,197,6734
2018,49,440,34144
2018,49,811,53263
2018,49,59,6022
2018,49,418,15780
2018,49,164,17554
2018,49,129,7598
2018,49,1017,28454
2018,49,474,19318
2018,49,65,5033
2018,49,2071,79515
2018,49,33,5422
2018,49,155,15110
2018,49,311,21156
2018,49,44,3604
2018,49,218,2060
2018,49,5,1257
2018,49,2827,101281
2018,50,1420,38703
2018,50,134,4853
2018,50,622,18969
2018,50,131,4424
2018,50,1356,46742
2018,50,2122,42434
2018,50,196,5798
2018,50,15,2287
2018,50,426,14952
2018,50,4258,80219
2018,50,23,1571
2018,50,7,1534
2018,50,854,50524
2018,50,108,4775
2018,50,43,6779
2018,50,257,13362
2018,50,383,12433
2018,50,1978,50015
2018,50,141,14121
2018,50,107,6980
2018,50,867,51321
2018,50,420,26050
2018,50,192,7181
2018,50,581,17052
2018,50,83,3510
2018,50,79,8848
2018,50,273,8325
2018,50,227,15533
2018,50,7,2769
2018,50,1371,33328
2018,50,489,21055
2018,50,1172,59887
2018,50,1779,90867
2018,50,47,3765
2018,50,199,17004
2018,50,249,7930
2018,50,533,34116
2018,50,958,50612
2018,50,53,6259
2018,50,508,15512
2018,50,85,14260
2018,50,135,6649
2018,50,1148,27738
2018,50,446,18021
2018,50,100,4787
2018,50,2233,75712
2018,50,41,5541
2018,50,213,13090
2018,50,343,20794
2018,50,62,3616
2018,50,210,2111
2018,50,8,826
2018,50,3193,101570
2018,51,1585,38533
2018,51,143,4842
2018,51,547,16771
2018,51,119,3691
2018,51,1288,40780
2018,51,2571,42968
2018,51,194,4648
2018,51,31,2487
2018,51,442,15303
2018,51,5436,82375
2018,51,24,1492
2018,51,10,1565
2018,51,987,47120
2018,51,129,3351
2018,51,41,5493
2018,51,245,13348
2018,51,405,11347
2018,51,2084,49801
2018,51,160,13648
2018,51,183,7607
2018,51,1089,48138
2018,51,388,15898
2018,51,165,6395
2018,51,687,15046
2018,51,61,2395
2018,51,77,7992
2018,51,485,9062
2018,51,256,9421
2018,51,22,3067
2018,51,1617,33690
2018,51,911,21253
2018,51,1427,58864
2018,51,1928,96749
2018,51,33,3731
2018,51,200,15311
2018,51,304,7448
2018,51,547,34381
2018,51,1092,50854
2018,51,58,5190
2018,51,619,15022
2018,51,96,14847
2018,51,139,6387
2018,51,1255,25338
2018,51,717,21343
2018,51,99,5342
2018,51,2543,81615
2018,51,39,4199
2018,51,231,13996
2018,51,371,20207
2018,51,45,3706
2018,51,239,1934
2018,51,6,948
2018,51,3623,98887
2018,52,1977,38097
2018,52,128,4411
2018,52,567,13358
2018,52,97,2217
2018,52,935,27856
2018,52,2608,35124
2018,52,187,4007
2018,52,10,1241
2018,52,270,9362
2018,52,5994,82000
2018,52,15,724
2018,52,14,627
2018,52,1339,40167
2018,52,104,1849
2018,52,67,3448
2018,52,411,12416
2018,52,457,9960
2018,52,2678,50956
2018,52,198,12715
2018,52,124,4346
2018,52,1361,41037
2018,52,342,14549
2018,52,122,3587
2018,52,791,15687
2018,52,72,1530
2018,52,165,8015
2018,52,722,8297
2018,52,300,8912
2018,52,20,1120
2018,52,2072,32325
2018,52,1314,20266
2018,52,1757,58119
2018,52,2573,92349
2018,52,50,1858
2018,52,236,10820
2018,52,374,6901
2018,52,581,33098
2018,52,1442,47791
2018,52,80,3201
2018,52,802,14634
2018,52,122,8220
2018,52,186,5072
2018,52,1317,20574
2018,52,864,17225
2018,52,158,4941
2018,52,2739,75382
2018,52,45,3417
2018,52,127,6249
2018,52,335,17624
2018,52,73,2655
2018,52,183,2043
2018,52,23,1194
2018,52,4138,94420
2019,1,1724,40496
2019,1,137,4454
2019,1,587,14799
2019,1,87,2901
2019,1,1021,30557
2019,1,2268,37861
2019,1,261,5218
2019,1,13,1743
2019,1,304,11736
2019,1,4532,81985
2019,1,32,1099
2019,1,12,931
2019,1,1262,43073
2019,1,98,2560
2019,1,64,4453
2019,1,399,13787
2019,1,515,12574
2019,1,2409,52057
2019,1,251,14522
2019,1,222,6530
2019,1,1461,45633
2019,1,425,22502
2019,1,133,4067
2019,1,661,16205
2019,1,56,1927
2019,1,122,7433
2019,1,658,8608
2019,1,233,9185
2019,1,15,1846
2019,1,1953,33758
2019,1,1109,21174
2019,1,1727,61769
2019,1,2774,102882
2019,1,26,3711
2019,1,188,14514
2019,1,346,6737
2019,1,749,35018
2019,1,1474,51664
2019,1,87,4206
2019,1,723,15242
2019,1,162,9683
2019,1,187,5440
2019,1,1244,24340
2019,1,908,19600
2019,1,165,6316
2019,1,3264,89618
2019,1,57,4112
2019,1,209,10445
2019,1,379,20260
2019,1,66,3053
2019,1,207,2102
2019,1,8,885
2019,1,3880,97306
2019,2,1363,40318
2019,2,126,4891
2019,2,821,19587
2019,2,98,4434
2019,2,1415,45057
2019,2,2277,43398
2019,2,304,5916
2019,2,19,2768
2019,2,405,15904
2019,2,3156,78378
2019,2,55,1808
2019,2,24,1583
2019,2,1019,46688
2019,2,144,4449
2019,2,67,5962
2019,2,431,14840
2019,2,499,11155
2019,2,2019,50495
2019,2,266,13986
2019,2,215,7732
2019,2,1463,50391
2019,2,455,28229
2019,2,303,6381
2019,2,604,16945
2019,2,52,2654
2019,2,147,9419
2019,2,593,9559
2019,2,268,9488
2019,2,81,2336
2019,2,1738,33462
2019,2,957,21566
2019,2,1514,59689
2019,2,2410,102604
2019,2,56,3720
2019,2,191,17606
2019,2,349,7842
2019,2,605,36951
2019,2,1262,52397
2019,2,145,4994
2019,2,503,14554
2019,2,220,16838
2019,2,149,7995
2019,2,1331,28543
2019,2,766,20718
2019,2,209,6202
2019,2,2863,82669
2019,2,82,5636
2019,2,316,14509
2019,2,396,20912
2019,2,74,3790
2019,2,137,1764
2019,2,29,1160
2019,2,3536,98163
2019,3,1711,39760
2019,3,191,5260
2019,3,752,20891
2019,3,110,4209
2019,3,1325,46081
2019,3,2064,43026
2019,3,282,5375
2019,3,22,2728
2019,3,330,12793
2019,3,2880,74215
2019,3,41,1740
2019,3,36,1899
2019,3,1057,48735
2019,3,211,5088
2019,3,108,6880
2019,3,519,14950
2019,3,878,12982
2019,3,2069,49334
2019,3,282,14340
2019,3,229,5732
2019,3,1540,50780
2019,3,511,26566
2019,3,230,7156
2019,3,683,16646
2019,3,81,3415
2019,3,153,9353
2019,3,756,9450
2019,3,251,9952
2019,3,82,2687
2019,3,1785,32881
2019,3,949,20984
2019,3,1820,58947
2019,3,2696,103101
2019,3,103,3441
2019,3,225,16936
2019,3,420,8195
2019,3,604,35875
2019,3,1318,54563
2019,3,178,4731
2019,3,598,15124
2019,3,293,16432
2019,3,148,7678
2019,3,1621,29076
2019,3,495,15203
2019,3,244,6601
2019,3,2794,78960
2019,3,94,5847
2019,3,391,14394
2019,3,381,19973
2019,3,94,3552
2019,3,154,1548
2019,3,49,1129
2019,3,4060,100890
2019,4,2168,39384
2019,4,329,5185
2019,4,710,18532
2019,4,186,4198
2019,4,1267,46179
2019,4,1890,41369
2019,4,310,6480
2019,4,21,2035
2019,4,326,12485
2019,4,3147,71422
2019,4,70,1497
2019,4,42,1728
2019,4,1046,46658
2019,4,171,4641
2019,4,95,5409
2019,4,477,14635
2019,4,1250,12997
2019,4,2539,49525
2019,4,326,13629
2019,4,303,7994
2019,4,1505,47575
2019,4,340,15983
2019,4,257,6772
2019,4,896,17260
2019,4,93,3458
2019,4,178,8800
2019,4,677,9029
2019,4,227,9059
2019,4,73,2854
2019,4,1871,32632
2019,4,994,21282
2019,4,2085,60039
2019,4,3708,103676
2019,4,86,3573
2019,4,226,15086
2019,4,498,7939
2019,4,687,36110
2019,4,1546,53653
2019,4,239,5291
2019,4,334,7087
2019,4,398,17421
2019,4,245,7193
2019,4,2092,29554
2019,4,809,19372
2019,4,272,6377
2019,4,3594,82579
2019,4,102,5427
2019,4,464,14348
2019,4,381,18824
2019,4,125,3602
2019,4,194,1997
2019,4,27,1218
2019,4,4035,97017
2019,5,3376,42566
2019,5,389,5165
2019,5,802,21501
2019,5,322,5513
2019,5,1657,50930
2019,5,2067,42061
2019,5,319,6538
2019,5,43,2625
2019,5,452,14168
2019,5,3788,75053
2019,5,72,1507
2019,5,52,1946
2019,5,1089,36950
2019,5,165,4277
2019,5,106,5293
2019,5,551,15201
2019,5,1237,12560
2019,5,4043,52330
2019,5,348,14420
2019,5,202,7724
2019,5,1568,48947
2019,5,368,21066
2019,5,203,5373
2019,5,1317,18445
2019,5,156,3539
2019,5,244,10304
2019,5,600,8844
2019,5,227,10301
2019,5,62,2997
2019,5,1869,32366
2019,5,858,19942
2019,5,2158,62812
2019,5,5024,108229
2019,5,120,3376
2019,5,250,17111
2019,5,827,8614
2019,5,836,36053
2019,5,1313,45353
2019,5,287,6016
2019,5,465,7154
2019,5,414,17227
2019,5,345,7796
2019,5,2684,31267
2019,5,1238,21657
2019,5,284,6767
2019,5,4608,83888
2019,5,132,6136
2019,5,555,12635
2019,5,334,16157
2019,5,150,3917
2019,5,203,2133
2019,5,27,1314
2019,5,4013,97449
2019,6,3780,43315
2019,6,524,5392
2019,6,729,19327
2019,6,427,5255
2019,6,1617,49471
2019,6,2251,44123
2019,6,308,6038
2019,6,64,2770
2019,6,524,15700
2019,6,5526,88222
2019,6,73,1702
2019,6,91,1800
2019,6,1198,51337
2019,6,204,5236
2019,6,100,5937
2019,6,587,15195
2019,6,1196,12549
2019,6,6066,57526
2019,6,387,13963
2019,6,335,8400
2019,6,1836,52774
2019,6,433,25360
2019,6,201,6172
2019,6,1864,21221
2019,6,168,3746
2019,6,284,8901
2019,6,595,8890
2019,6,198,8609
2019,6,64,3035
2019,6,2027,35489
2019,6,1002,20657
2019,6,2676,69130
2019,6,7738,121837
2019,6,107,3430
2019,6,321,18233
2019,6,922,9012
2019,6,895,35122
2019,6,1763,59549
2019,6,429,6435
2019,6,1764,17998
2019,6,396,17415
2019,6,565,9587
2019,6,3363,33084
2019,6,1339,21072
2019,6,222,7157
2019,6,6225,93285
2019,6,103,4754
2019,6,618,16074
2019,6,291,18416
2019,6,223,3768
2019,6,207,2091
2019,6,33,1655
2019,6,4285,103155
2019,7,3679,41196
2019,7,548,5785
2019,7,719,20815
2019,7,471,5518
2019,7,1726,45746
2019,7,2482,40300
2019,7,289,5637
2019,7,59,2578
2019,7,534,15227
2019,7,4839,83592
2019,7,81,1655
2019,7,52,1698
2019,7,1326,47549
2019,7,214,5416
2019,7,147,6665
2019,7,793,15408
2019,7,1104,13009
2019,7,6737,57384
2019,7,425,12925
2019,7,301,8721
2019,7,1409,48122
2019,7,490,26202
2019,7,229,6652
2019,7,2003,20335
2019,7,188,3854
2019,7,349,9786
2019,7,491,9013
2019,7,105,4529
2019,7,75,2939
2019,7,1845,33639
2019,7,1358,21754
2019,7,3024,66634
2019,7,7235,114091
2019,7,123,3560
2019,7,352,20243
2019,7,871,8307
2019,7,1063,36510
2019,7,1842,54918
2019,7,348,5954
2019,7,1539,17141
2019,7,455,17996
2019,7,427,7929
2019,7,3277,32118
2019,7,1355,21025
2019,7,267,6729
2019,7,6476,91686
2019,7,165,4957
2019,7,744,14692
2019,7,316,17983
2019,7,243,4043
2019,7,162,1632
2019,7,6,1003
2019,7,4122,99366
2019,8,2907,40017
2019,8,419,5220
2019,8,707,17796
2019,8,471,5313
2019,8,1562,45822
2019,8,2599,39965
2019,8,273,5927
2019,8,44,2476
2019,8,372,11467
2019,8,4296,82089
2019,8,78,1503
2019,8,60,1444
2019,8,1601,50618
2019,8,252,5365
2019,8,153,6199
2019,8,896,15480
2019,8,832,9842
2019,8,6300,56262
2019,8,496,14999
2019,8,231,7146
2019,8,1450,45189
2019,8,475,26421
2019,8,228,6171
2019,8,1465,19214
2019,8,262,4014
2019,8,353,9308
2019,8,424,8435
2019,8,382,10478
2019,8,65,3125
2019,8,1803,33194
2019,8,1416,21742
2019,8,2335,57659
2019,8,6481,110370
2019,8,210,4326
2019,8,417,16256
2019,8,882,8457
2019,8,1218,34434
2019,8,1701,52547
2019,8,271,5456
2019,8,1375,16551
2019,8,478,18130
2019,8,303,7825
2019,8,2912,31515
2019,8,1378,20542
2019,8,257,6870
2019,8,7141,91484
2019,8,130,5853
2019,8,924,14199
2019,8,462,21283
2019,8,252,4919
2019,8,192,2092
2019,8,10,1194
2019,8,3737,97191
2019,9,2168,36848
2019,9,335,4876
2019,9,789,19430
2019,9,408,5069
2019,9,1856,51592
2019,9,2811,44252
2019,9,290,5914
2019,9,29,2595
2019,9,406,15281
2019,9,3334,80867
2019,9,80,1553
2019,9,45,1773
2019,9,1557,48986
2019,9,263,5390
2019,9,219,6924
2019,9,839,15393
2019,9,543,10133
2019,9,4876,52857
2019,9,460,14755
2019,9,302,7875
2019,9,1239,50721
2019,9,590,26761
2019,9,227,6680
2019,9,1167,17872
2019,9,236,4091
2019,9,319,8780
2019,9,318,8290
2019,9,337,10875
2019,9,53,2627
2019,9,1548,33211
2019,9,1385,21752
2019,9,1979,61077
2019,9,5017,107191
2019,9,181,3722
2019,9,492,19046
2019,9,733,8290
2019,9,1365,35272
2019,9,1755,56211
2019,9,230,5801
2019,9,1217,15812
2019,9,361,17459
2019,9,244,7756
2019,9,3055,31990
2019,9,1323,21913
2019,9,194,6552
2019,9,6236,92076
2019,9,138,6154
2019,9,1009,15341
2019,9,544,21016
2019,9,235,4302
2019,9,214,2140
2019,9,9,973
2019,9,2819,97208
2019,10,1824,36476
2019,10,312,4782
2019,10,664,16891
2019,10,181,3650
2019,10,1804,51181
2019,10,2909,42021
2019,10,262,5311
2019,10,37,2884
2019,10,411,15271
2019,10,3357,80394
2019,10,88,2018
2019,10,36,1648
2019,10,1650,50013
2019,10,250,5376
2019,10,250,5765
2019,10,837,15264
2019,10,484,10909
2019,10,4562,53844
2019,10,404,14947
2019,10,296,8108
2019,10,1109,47639
2019,10,622,26967
2019,10,239,6653
2019,10,963,15696
2019,10,249,4145
2019,10,302,9541
2019,10,169,5690
2019,10,313,10835
2019,10,44,2691
2019,10,1562,33294
2019,10,1283,22404
2019,10,2035,63876
2019,10,3925,102469
2019,10,173,3823
2019,10,612,18469
2019,10,719,8568
2019,10,1539,38692
2019,10,1696,52497
2019,10,201,5391
2019,10,939,15183
2019,10,477,16898
2019,10,224,6610
2019,10,2734,31343
2019,10,1159,21656
2019,10,209,6617
2019,10,6282,93411
2019,10,199,6051
2019,10,599,14907
2019,10,621,19568
2019,10,252,4196
2019,10,157,2011
2019,10,10,750
2019,10,2801,96837
2019,11,1862,39615
2019,11,290,5252
2019,11,653,17616
2019,11,210,3779
2019,11,1708,50695
2019,11,2490,40217
2019,11,151,4387
2019,11,25,2628
2019,11,443,15629
2019,11,3315,83877
2019,11,77,1930
2019,11,27,1625
2019,11,1907,51993
2019,11,248,4211
2019,11,255,6590
2019,11,707,14363
2019,11,583,11246
2019,11,3707,56258
2019,11,471,15693
2019,11,404,9138
2019,11,1201,49999
2019,11,755,25628
2019,11,226,6348
2019,11,737,16016
2019,11,264,3363
2019,11,340,9926
2019,11,261,8499
2019,11,302,11146
2019,11,36,2559
2019,11,1560,34701
2019,11,1022,19489
2019,11,2105,64907
2019,11,3693,108839
2019,11,124,3673
2019,11,441,16073
2019,11,567,8399
2019,11,1917,40735
2019,11,1831,56775
2019,11,194,4743
2019,11,759,14857
2019,11,303,15082
2019,11,226,7529
2019,11,2109,26992
2019,11,1026,21131
2019,11,185,6634
2019,11,6337,96454
2019,11,232,5049
2019,11,518,13665
2019,11,783,23048
2019,11,144,3905
2019,11,178,2136
2019,11,10,670
2019,11,2896,103272
2019,12,1305,35376
2019,12,111,3988
2019,12,735,18585
2019,12,170,3518
2019,12,1699,48781
2019,12,2011,42353
2019,12,160,4122
2019,12,23,2866
2019,12,427,15695
2019,12,3014,83014
2019,12,43,1628
2019,12,25,1408
2019,12,1458,46705
2019,12,187,5002
2019,12,141,4886
2019,12,534,15667
2019,12,571,11173
2019,12,2946,53853
2019,12,444,14767
2019,12,280,7387
2019,12,1125,50253
2019,12,813,25288
2019,12,196,6461
2019,12,577,17382
2019,12,299,4124
2019,12,206,9101
2019,12,186,7705
2019,12,254,10556
2019,12,45,3191
2019,12,1349,33161
2019,12,797,20967
2019,12,2038,62486
2019,12,3045,110333
2019,12,106,3801
2019,12,463,16306
2019,12,393,8178
2019,12,1905,40424
2019,12,2101,76131
2019,12,189,5738
2019,12,586,13152
2019,12,239,17638
2019,12,203,7539
2019,12,1764,30442
2019,12,823,20373
2019,12,218,6828
2019,12,4741,90966
2019,12,221,5858
2019,12,392,14022
2019,12,792,22218
2019,12,105,3428
2019,12,215,2332
2019,12,9,722
2019,12,2714,120819
2019,13,1094,35224
2019,13,46,5213
2019,13,653,18626
2019,13,158,4507
2019,13,1371,46258
2019,13,1459,39495
2019,13,207,5051
2019,13,21,2822
2019,13,402,15227
2019,13,2722,76339
2019,13,53,1829
2019,13,39,1663
2019,13,1255,49561
2019,13,138,4865
2019,13,100,4964
2019,13,391,14481
2019,13,357,9939
2019,13,2524,52979
2019,13,394,15218
2019,13,214,7644
2019,13,1237,52034
2019,13,639,23800
2019,13,156,6824
2019,13,535,17195
2019,13,180,3257
2019,13,177,8901
2019,13,210,8064
2019,13,230,10580
2019,13,42,3295
2019,13,1242,33573
2019,13,570,20326
2019,13,1751,63631
2019,13,2731,110697
2019,13,79,3930
2019,13,297,12869
2019,13,279,8085
2019,13,1040,36315
2019,13,1572,57433
2019,13,197,5128
2019,13,549,12871
2019,13,233,16734
2019,13,138,7719
2019,13,1411,28825
2019,13,704,20602
2019,13,143,6896
2019,13,3995,90947
2019,13,138,5900
2019,13,354,13852
2019,13,532,19127
2019,13,57,3040
2019,13,203,2256
2019,13,8,694
2019,13,2537,101732
2019,14,952,37236
2019,14,81,3782
2019,14,626,18080
2019,14,120,4380
2019,14,1329,45408
2019,14,1334,36852
2019,14,182,5669
2019,14,18,2717
2019,14,112,12622
2019,14,2421,76704
2019,14,61,1667
2019,14,17,1612
2019,14,1062,49511
2019,14,103,5298
2019,14,69,5427
2019,14,269,14676
2019,14,177,7559
2019,14,2031,50337
2019,14,363,15090
2019,14,139,8869
2019,14,1202,52008
2019,14,590,26403
2019,14,161,6668
2019,14,536,17425
2019,14,112,3936
2019,14,115,9275
2019,14,228,9066
2019,14,193,10398
2019,14,45,2918
2019,14,1129,32790
2019,14,470,19240
2019,14,1699,61862
2019,14,2187,108658
2019,14,86,3552
2019,14,242,16081
2019,14,220,7409
2019,14,726,35854
2019,14,1260,55624
