YEAR,%UNWEIGHTED ILI,ILITOTAL,TOTAL PATIENTS
2017.0,0.42953,16.0,3725.0
2017.0,1.36833,98.0,7162.0
2017.0,0.820463,221.0,26936.0
2017.0,1.0448,222.0,21248.0
2017.0,1.85063,112.0,6052.0
2017.0,2.33797,360.0,15398.0
2017.0,0.345261,11.0,3186.0
2017.0,0.0,0.0,2702.0
2017.0,0.449583,7.0,1557.0
2017.0,0.286427,31.0,10823.0
2017.0,0.373367,12.0,3214.0
2017.0,2.04301,323.0,15810.0
2017.0,1.27676,99.0,7754.0
2017.0,1.47045,154.0,10473.0
2017.0,0.981997,96.0,9776.0
2017.0,0.184502,2.0,1084.0
2017.0,0.574109,82.0,14283.0
2017.0,1.4341,63.0,4393.0
2017.0,0.703916,32.0,4546.0
2017.0,1.01958,101.0,9906.0
2017.0,0.050226,2.0,3982.0
2017.0,0.949294,41.0,4319.0
2017.0,0.648193,40.0,6171.0
2017.0,2.37948,193.0,8111.0
2017.0,2.30259,552.0,23973.0
2017.0,0.576097,55.0,9547.0
2017.0,1.11111,19.0,1710.0
2017.0,0.991409,884.0,89166.0
2017.0,0.46454,15.0,3229.0
2017.0,0.235899,45.0,19076.0
2017.0,0.444984,11.0,2472.0
2017.0,0.397035,15.0,3778.0
2017.0,4.76673,141.0,2958.0
2017.0,0.685714,6.0,875.0
2017.0,1.74635,1827.0,104618.0
2017.0,2.03091,113.0,5564.0
2017.0,0.818554,12.0,1466.0
2017.0,2.10293,436.0,20733.0
2017.0,1.20265,20.0,1663.0
2017.0,1.39117,551.0,39607.0
2017.0,1.41981,44.0,3099.0
2017.0,0.645856,6.0,929.0
2017.0,0.0738552,2.0,2708.0
2017.0,5.7554,152.0,2641.0
2017.0,1.61768,749.0,46301.0
2017.0,1.12994,12.0,1062.0
2017.0,0.120048,1.0,833.0
2017.0,1.22028,485.0,39745.0
2017.0,0.353357,11.0,3113.0
2017.0,0.0,0.0,1347.0
2017.0,0.335345,15.0,4473.0
2017.0,0.37114,25.0,6736.0
2017.0,1.90058,962.0,50616.0
2017.0,0.535555,18.0,3361.0
2017.0,0.842793,49.0,5814.0
2017.0,0.677286,179.0,26429.0
2017.0,0.770612,133.0,17259.0
2017.0,1.34168,75.0,5590.0
2017.0,2.25424,316.0,14018.0
2017.0,0.18797,5.0,2660.0
2017.0,0.0,0.0,1444.0
2017.0,0.0643915,1.0,1553.0
2017.0,0.741243,142.0,19157.0
2017.0,0.388007,11.0,2835.0
2017.0,1.73812,270.0,15534.0
2017.0,0.901202,54.0,5992.0
2017.0,1.64255,143.0,8706.0
2017.0,1.43239,91.0,6353.0
2017.0,0.184162,2.0,1086.0
2017.0,0.65979,71.0,10761.0
2017.0,0.558003,19.0,3405.0
2017.0,0.321384,13.0,4045.0
2017.0,0.709366,69.0,9727.0
2017.0,0.0,0.0,3344.0
2017.0,0.783476,33.0,4212.0
2017.0,0.874891,40.0,4572.0
2017.0,1.88483,145.0,7693.0
2017.0,2.14023,471.0,22007.0
2017.0,0.513143,49.0,9549.0
2017.0,0.521999,7.0,1341.0
2017.0,0.983982,833.0,84656.0
2017.0,0.259441,9.0,3469.0
2017.0,0.292143,47.0,16088.0
2017.0,0.40783,10.0,2452.0
2017.0,0.735086,26.0,3537.0
2017.0,3.57388,104.0,2910.0
2017.0,0.464576,4.0,861.0
2017.0,1.46691,1461.0,99597.0
2017.0,1.29626,62.0,4783.0
2017.0,0.772472,11.0,1424.0
2017.0,1.86705,314.0,16818.0
2017.0,0.77837,19.0,2441.0
2017.0,1.39993,449.0,32073.0
2017.0,0.746269,2.0,268.0
2017.0,0.547945,2.0,365.0
2017.0,0.175593,4.0,2278.0
2017.0,4.49556,86.0,1913.0
2017.0,1.24511,608.0,48831.0
2017.0,1.31148,12.0,915.0
2017.0,0.0,0.0,578.0
2017.0,1.14586,417.0,36392.0
2017.0,0.352665,9.0,2552.0
2017.0,0.325733,2.0,614.0
2017.0,0.420875,10.0,2376.0
2017.0,0.316907,20.0,6311.0
2017.0,1.84308,910.0,49374.0
2017.0,0.895009,26.0,2905.0
2017.0,1.25798,67.0,5326.0
2017.0,0.757756,159.0,20983.0
2017.0,0.820838,150.0,18274.0
2017.0,1.04428,50.0,4788.0
2017.0,1.76245,276.0,15660.0
2017.0,0.0851064,2.0,2350.0
2017.0,0.0,0.0,2226.0
2017.0,0.192123,2.0,1041.0
2017.0,0.789554,130.0,16465.0
2017.0,0.471032,10.0,2123.0
2017.0,1.90501,288.0,15118.0
2017.0,1.48297,81.0,5462.0
2017.0,1.66997,101.0,6048.0
2017.0,0.928737,52.0,5599.0
2017.0,0.354925,4.0,1127.0
2017.0,0.742544,61.0,8215.0
2017.0,0.596481,20.0,3353.0
2017.0,0.38525,14.0,3634.0
2017.0,0.89144,73.0,8189.0
2017.0,0.103806,3.0,2890.0
2017.0,0.730816,24.0,3284.0
2017.0,0.390286,18.0,4612.0
2017.0,1.14744,73.0,6362.0
2017.0,1.79865,360.0,20015.0
2017.0,0.617145,55.0,8912.0
2017.0,1.57546,19.0,1206.0
2017.0,1.06009,886.0,83578.0
2017.0,0.40549,13.0,3206.0
2017.0,0.359178,29.0,8074.0
2017.0,0.257334,5.0,1943.0
2017.0,0.705408,21.0,2977.0
2017.0,3.87281,95.0,2453.0
2017.0,0.57971,4.0,690.0
2017.0,1.60678,1569.0,97649.0
2017.0,1.0559,51.0,4830.0
2017.0,0.98661,14.0,1419.0
2017.0,1.66789,318.0,19066.0
2017.0,0.527108,14.0,2656.0
2017.0,1.6159,608.0,37626.0
2017.0,0.494761,17.0,3436.0
2017.0,0.555556,2.0,360.0
2017.0,0.0,0.0,747.0
2017.0,5.08685,123.0,2418.0
2017.0,1.09005,547.0,50181.0
2017.0,1.11008,12.0,1081.0
2017.0,0.0,0.0,318.0
2017.0,1.03763,404.0,38935.0
2017.0,0.189322,5.0,2641.0
2017.0,0.124069,1.0,806.0
2017.0,0.316581,8.0,2527.0
2017.0,0.177077,11.0,6212.0
2017.0,1.51033,703.0,46546.0
2017.0,0.71347,25.0,3504.0
2017.0,0.96963,53.0,5466.0
2017.0,0.667514,168.0,25168.0
2017.0,0.645329,124.0,19215.0
2017.0,0.805861,11.0,1365.0
2017.0,1.78197,272.0,15264.0
2017.0,0.19425,5.0,2574.0
2017.0,0.0,0.0,2191.0
2017.0,0.351906,6.0,1705.0
2017.0,0.586159,98.0,16719.0
2017.0,0.2456,6.0,2443.0
2017.0,2.00848,303.0,15086.0
2017.0,0.921526,64.0,6945.0
2017.0,1.43437,106.0,7390.0
2017.0,1.31473,82.0,6237.0
2017.0,0.0,0.0,627.0
2017.0,0.834085,74.0,8872.0
2017.0,0.46729,15.0,3210.0
2017.0,0.480538,20.0,4162.0
2017.0,0.761653,75.0,9847.0
2017.0,0.0,0.0,2833.0
2017.0,0.495954,19.0,3831.0
2017.0,0.447467,25.0,5587.0
2017.0,1.07509,65.0,6046.0
2017.0,1.79529,385.0,21445.0
2017.0,0.366911,55.0,14990.0
2017.0,1.2021,16.0,1331.0
2017.0,0.873619,684.0,78295.0
2017.0,0.0952986,3.0,3148.0
2017.0,0.154151,14.0,9082.0
2017.0,0.309324,7.0,2263.0
2017.0,0.655431,21.0,3204.0
2017.0,3.21466,93.0,2893.0
2017.0,0.14771,1.0,677.0
2017.0,1.7015,1716.0,100852.0
2017.0,0.830171,35.0,4216.0
2017.0,0.479781,7.0,1459.0
2017.0,1.35669,261.0,19238.0
2017.0,0.536481,10.0,1864.0
2017.0,1.2838,470.0,36610.0
2017.0,0.0,0.0,322.0
2017.0,0.297177,2.0,673.0
2017.0,0.58873,7.0,1189.0
2017.0,0.0,0.0,159.0
2017.0,1.10279,554.0,50236.0
2017.0,0.946746,8.0,845.0
2017.0,0.0,0.0,303.0
2017.0,0.900231,339.0,37657.0
2017.0,0.231328,7.0,3026.0
2017.0,0.13089,1.0,764.0
2017.0,0.251783,6.0,2383.0
2017.0,0.121249,8.0,6598.0
2017.0,1.65132,764.0,46266.0
2017.0,0.602064,21.0,3488.0
2017.0,1.22888,48.0,3906.0
2017.0,0.708397,177.0,24986.0
2017.0,0.639423,110.0,17203.0
2017.0,0.722311,9.0,1246.0
2017.0,1.80792,301.0,16649.0
2017.0,0.167785,4.0,2384.0
2017.0,0.0,0.0,2135.0
2017.0,0.369231,6.0,1625.0
2017.0,0.665388,111.0,16682.0
2017.0,0.239521,6.0,2505.0
2017.0,1.90245,259.0,13614.0
2017.0,1.23973,86.0,6937.0
2017.0,1.36968,104.0,7593.0
2017.0,0.746269,33.0,4422.0
2017.0,1.06572,6.0,563.0
2017.0,0.676634,62.0,9163.0
2017.0,0.381791,13.0,3405.0
2017.0,0.316874,12.0,3787.0
2017.0,0.662025,58.0,8761.0
2017.0,0.0723066,2.0,2766.0
2017.0,0.572618,22.0,3842.0
2017.0,0.250815,10.0,3987.0
2017.0,0.706618,52.0,7359.0
2017.0,1.57771,329.0,20853.0
2017.0,0.326931,48.0,14682.0
2017.0,0.602864,8.0,1327.0
2017.0,0.793261,646.0,81436.0
2017.0,0.334324,9.0,2692.0
2017.0,0.179684,15.0,8348.0
2017.0,0.375469,9.0,2397.0
2017.0,0.627746,20.0,3186.0
2017.0,2.91864,80.0,2741.0
2017.0,0.503778,4.0,794.0
2017.0,1.40884,1423.0,101005.0
2017.0,1.1051,47.0,4253.0
2017.0,1.77736,19.0,1069.0
2017.0,1.00375,158.0,15741.0
2017.0,0.63762,12.0,1882.0
2017.0,1.25237,463.0,36970.0
2017.0,0.737191,20.0,2713.0
2017.0,0.277008,1.0,361.0
2017.0,0.0,0.0,2661.0
2017.0,5.97222,129.0,2160.0
2017.0,0.946014,467.0,49365.0
2017.0,1.12245,11.0,980.0
2017.0,0.0,0.0,274.0
2017.0,0.873269,328.0,37560.0
2017.0,0.134093,4.0,2983.0
2017.0,0.0,0.0,798.0
2017.0,0.24321,6.0,2467.0
2017.0,0.186509,12.0,6434.0
2017.0,1.53508,733.0,47750.0
2017.0,0.462428,16.0,3460.0
2017.0,1.06998,50.0,4673.0
2017.0,0.618827,151.0,24401.0
2017.0,0.616925,106.0,17182.0
2017.0,1.27753,58.0,4540.0
2017.0,1.36037,212.0,15584.0
2017.0,0.0418235,1.0,2391.0
2017.0,0.0,0.0,2040.0
2017.0,0.236827,4.0,1689.0
2017.0,0.536596,100.0,18636.0
2017.0,0.424268,10.0,2357.0
2017.0,1.75321,236.0,13461.0
2017.0,1.25844,82.0,6516.0
2017.0,1.38908,100.0,7199.0
2017.0,0.669437,29.0,4332.0
2017.0,0.0,0.0,648.0
2017.0,0.648448,56.0,8636.0
2017.0,0.51757,19.0,3671.0
2017.0,0.467602,14.0,2994.0
2017.0,0.575667,52.0,9033.0
2017.0,0.0,0.0,2725.0
2017.0,0.350263,12.0,3426.0
2017.0,0.38743,18.0,4646.0
2017.0,0.307287,21.0,6834.0
2017.0,1.50002,302.0,20133.0
2017.0,0.274635,42.0,15293.0
2017.0,0.673077,7.0,1040.0
2017.0,0.765601,597.0,77978.0
2017.0,0.352113,4.0,1136.0
2017.0,0.223214,19.0,8512.0
2017.0,0.296234,7.0,2363.0
2017.0,0.942507,30.0,3183.0
2017.0,4.74174,112.0,2362.0
2017.0,0.47619,3.0,630.0
2017.0,1.32519,1306.0,98552.0
2017.0,0.877588,39.0,4444.0
2017.0,0.434783,5.0,1150.0
2017.0,1.22601,230.0,18760.0
2017.0,0.686106,12.0,1749.0
2017.0,1.39657,470.0,33654.0
2017.0,0.455927,18.0,3948.0
2017.0,0.453858,3.0,661.0
2017.0,0.0,0.0,2456.0
2017.0,4.11423,85.0,2066.0
2017.0,0.941247,438.0,46534.0
2017.0,1.20482,12.0,996.0
2017.0,0.0,0.0,272.0
2017.0,0.841253,293.0,34829.0
2017.0,0.0669568,2.0,2987.0
2017.0,0.30722,2.0,651.0
2017.0,0.34617,8.0,2311.0
2017.0,0.161473,10.0,6193.0
2017.0,1.28872,652.0,50593.0
2017.0,0.814725,27.0,3314.0
2017.0,1.28205,44.0,3432.0
2017.0,0.430416,27.0,6273.0
2017.0,0.614478,73.0,11880.0
2017.0,0.744359,32.0,4299.0
2017.0,1.37673,151.0,10968.0
2017.0,0.15534,4.0,2575.0
2017.0,0.0,0.0,2082.0
2017.0,0.416667,7.0,1680.0
2017.0,0.35474,58.0,16350.0
2017.0,0.12848,3.0,2335.0
2017.0,1.57045,213.0,13563.0
2017.0,0.932546,60.0,6434.0
2017.0,1.18149,83.0,7025.0
2017.0,0.573709,23.0,4009.0
2017.0,0.0,0.0,540.0
2017.0,0.534569,45.0,8418.0
2017.0,0.245012,7.0,2857.0
2017.0,0.496894,16.0,3220.0
2017.0,0.49621,36.0,7255.0
2017.0,0.105263,3.0,2850.0
2017.0,0.490647,16.0,3261.0
2017.0,0.380791,18.0,4727.0
2017.0,0.25555,16.0,6261.0
2017.0,1.52211,252.0,16556.0
2017.0,0.274869,42.0,15280.0
2017.0,0.753296,8.0,1062.0
2017.0,0.774195,529.0,68329.0
2017.0,0.187617,5.0,2665.0
2017.0,0.193143,16.0,8284.0
2017.0,0.39267,9.0,2292.0
2017.0,0.351438,11.0,3130.0
2017.0,3.45697,96.0,2777.0
2017.0,0.250941,2.0,797.0
2017.0,1.33116,1329.0,99838.0
2017.0,0.934016,31.0,3319.0
2017.0,0.482625,5.0,1036.0
2017.0,1.11157,162.0,14574.0
2017.0,0.257898,4.0,1551.0
2017.0,1.31237,369.0,28117.0
2017.0,0.403587,9.0,2230.0
2017.0,0.294118,1.0,340.0
2017.0,0.0,0.0,1878.0
2017.0,3.87978,71.0,1830.0
2017.0,1.04752,470.0,44868.0
2017.0,1.06383,8.0,752.0
2017.0,0.0,0.0,175.0
2017.0,0.671101,226.0,33676.0
2017.0,0.0923788,2.0,2165.0
2017.0,0.201613,1.0,496.0
2017.0,0.394283,8.0,2029.0
2017.0,0.164718,10.0,6071.0
2017.0,1.39423,710.0,50924.0
2017.0,0.473416,13.0,2746.0
2017.0,1.36908,48.0,3506.0
2017.0,0.570147,89.0,15610.0
2017.0,0.679198,86.0,12662.0
2017.0,0.633756,19.0,2998.0
2017.0,1.49562,232.0,15512.0
2017.0,0.0955566,2.0,2093.0
2017.0,0.0,0.0,1631.0
2017.0,0.170503,2.0,1173.0
2017.0,0.45966,67.0,14576.0
2017.0,0.42709,7.0,1639.0
2017.0,1.43214,189.0,13197.0
2017.0,0.916894,47.0,5126.0
2017.0,1.1153,74.0,6635.0
2017.0,0.242522,6.0,2474.0
2017.0,0.0,0.0,375.0
2017.0,0.429127,32.0,7457.0
2017.0,0.535396,18.0,3362.0
2017.0,0.0788333,2.0,2537.0
2017.0,0.57329,44.0,7675.0
2017.0,0.0,0.0,2181.0
2017.0,0.223571,7.0,3131.0
2017.0,0.657895,24.0,3648.0
2017.0,0.292337,14.0,4789.0
2017.0,1.39677,256.0,18328.0
2017.0,0.301182,40.0,13281.0
2017.0,0.855513,9.0,1052.0
2017.0,0.659217,479.0,72662.0
2017.0,0.176991,4.0,2260.0
2017.0,0.127259,10.0,7858.0
2017.0,0.169492,3.0,1770.0
2017.0,0.140515,3.0,2135.0
2017.0,3.55348,99.0,2786.0
2017.0,0.121803,1.0,821.0
2017.0,1.35496,1237.0,91294.0
2017.0,0.955483,44.0,4605.0
2017.0,0.694444,8.0,1152.0
2017.0,1.12853,208.0,18431.0
2017.0,0.537057,10.0,1862.0
2017.0,1.12425,366.0,32555.0
2017.0,0.431034,13.0,3016.0
2017.0,0.0,0.0,204.0
2017.0,0.0,0.0,2752.0
2017.0,3.33201,84.0,2521.0
2017.0,0.846628,398.0,47010.0
2017.0,0.702371,8.0,1139.0
2017.0,0.0,0.0,270.0
2017.0,0.785296,276.0,35146.0
2017.0,0.215285,6.0,2787.0
2017.0,0.126743,1.0,789.0
2017.0,0.0413052,1.0,2421.0
2017.0,0.198504,13.0,6549.0
2017.0,1.12423,541.0,48122.0
2017.0,0.418786,14.0,3343.0
2017.0,1.64931,38.0,2304.0
2017.0,0.493495,99.0,20061.0
2017.0,0.508587,77.0,15140.0
2017.0,0.811542,36.0,4436.0
2017.0,1.15319,190.0,16476.0
2017.0,0.0381825,1.0,2619.0
2017.0,0.0,0.0,883.0
2017.0,0.191083,3.0,1570.0
2017.0,0.312557,51.0,16317.0
2017.0,0.660211,15.0,2272.0
2017.0,1.30126,172.0,13218.0
2017.0,0.999246,53.0,5304.0
2017.0,0.998308,59.0,5910.0
2017.0,0.561935,23.0,4093.0
2017.0,0.0,0.0,691.0
2017.0,0.629464,52.0,8261.0
2017.0,0.3207,11.0,3430.0
2017.0,0.123191,4.0,3247.0
2017.0,0.400867,37.0,9230.0
2017.0,0.0,0.0,2846.0
2017.0,0.30104,11.0,3654.0
2017.0,0.699004,33.0,4721.0
2017.0,0.267872,16.0,5973.0
2017.0,1.21989,238.0,19510.0
2017.0,0.261587,39.0,14909.0
2017.0,0.865052,10.0,1156.0
2017.0,0.60003,433.0,72163.0
2017.0,0.122449,3.0,2450.0
2017.0,0.239671,21.0,8762.0
2017.0,0.162075,4.0,2468.0
2017.0,0.398406,10.0,2510.0
2017.0,3.47197,96.0,2765.0
2017.0,0.633714,5.0,789.0
2017.0,1.13887,1067.0,93689.0
2017.0,0.687916,30.0,4361.0
2017.0,0.0,0.0,1153.0
2017.0,1.15307,211.0,18299.0
2017.0,0.605394,11.0,1817.0
2017.0,1.09387,397.0,36293.0
2017.0,0.216316,7.0,3236.0
2017.0,0.0,0.0,24.0
2017.0,0.145402,4.0,2751.0
2017.0,3.20073,70.0,2187.0
2017.0,0.776035,322.0,41493.0
2017.0,0.638686,7.0,1096.0
2017.0,0.0,0.0,176.0
2017.0,0.708017,238.0,33615.0
2017.0,0.550585,16.0,2906.0
2017.0,0.0,0.0,719.0
2017.0,0.161616,4.0,2475.0
2017.0,0.13751,9.0,6545.0
2017.0,1.26204,600.0,47542.0
2017.0,0.298507,10.0,3350.0
2017.0,0.888063,43.0,4842.0
2017.0,0.417622,82.0,19635.0
2017.0,0.400102,63.0,15746.0
2017.0,1.12544,48.0,4265.0
2017.0,1.40341,204.0,14536.0
2017.0,0.0416667,1.0,2400.0
2017.0,0.0,0.0,2066.0
2017.0,0.232423,4.0,1721.0
2017.0,0.256561,35.0,13642.0
2017.0,0.402994,7.0,1737.0
2017.0,1.42068,193.0,13585.0
2017.0,0.991453,58.0,5850.0
2017.0,1.07903,74.0,6858.0
2017.0,0.333933,13.0,3893.0
2017.0,0.0,0.0,595.0
2017.0,0.473154,46.0,9722.0
2017.0,0.353625,14.0,3959.0
2017.0,0.15748,5.0,3175.0
2017.0,0.569988,52.0,9123.0
2017.0,0.0342818,1.0,2917.0
2017.0,0.385109,12.0,3116.0
2017.0,0.560617,24.0,4281.0
2017.0,0.297899,19.0,6378.0
2017.0,1.33324,182.0,13651.0
2017.0,0.281275,42.0,14932.0
2017.0,0.792254,9.0,1136.0
2017.0,0.622391,410.0,65875.0
2017.0,0.183352,5.0,2727.0
2017.0,0.0903036,8.0,8859.0
2017.0,0.0912825,2.0,2191.0
2017.0,0.217108,5.0,2303.0
2017.0,3.65903,91.0,2487.0
2017.0,0.3125,2.0,640.0
2017.0,1.06683,1013.0,94954.0
2017.0,0.625698,28.0,4475.0
2017.0,0.0,0.0,1227.0
2017.0,1.14172,218.0,19094.0
2017.0,0.260688,5.0,1918.0
2017.0,0.979101,342.0,34930.0
2017.0,0.164258,5.0,3044.0
2017.0,0.0,0.0,37.0
2017.0,0.0,0.0,2757.0
2017.0,4.19548,91.0,2169.0
2017.0,0.850146,343.0,40346.0
2017.0,1.08055,11.0,1018.0
2017.0,0.0,0.0,34.0
2017.0,0.685727,242.0,35291.0
2017.0,0.42623,13.0,3050.0
2017.0,0.0,0.0,632.0
2017.0,0.691057,17.0,2460.0
2017.0,0.124572,8.0,6422.0
2017.0,1.17224,669.0,57070.0
2017.0,0.59322,21.0,3540.0
2017.0,1.04592,41.0,3920.0
2017.0,0.374759,74.0,19746.0
2017.0,0.459694,69.0,15010.0
2017.0,1.19541,49.0,4099.0
2017.0,1.04305,165.0,15819.0
2017.0,0.10005,2.0,1999.0
2017.0,0.0,0.0,2229.0
2017.0,0.0,0.0,1484.0
2017.0,0.0653412,7.0,10713.0
2017.0,0.589391,9.0,1527.0
2017.0,1.38269,186.0,13452.0
2017.0,1.05967,65.0,6134.0
2017.0,0.944611,66.0,6987.0
2017.0,0.514766,19.0,3691.0
2017.0,0.0,0.0,743.0
2017.0,0.492557,45.0,9136.0
2017.0,0.510725,20.0,3916.0
2017.0,0.102284,3.0,2933.0
2017.0,0.594923,45.0,7564.0
2017.0,0.0365764,1.0,2734.0
2017.0,0.282725,10.0,3537.0
2017.0,0.500751,30.0,5991.0
2017.0,0.0453104,3.0,6621.0
2017.0,1.33018,264.0,19847.0
2017.0,0.289193,38.0,13140.0
2017.0,0.740741,7.0,945.0
2017.0,0.575314,407.0,70744.0
2017.0,0.149198,4.0,2681.0
2017.0,0.0245881,2.0,8134.0
2017.0,0.133452,3.0,2248.0
2017.0,0.0848536,2.0,2357.0
2017.0,4.15452,114.0,2744.0
2017.0,0.0,0.0,613.0
2017.0,1.136,1053.0,92694.0
2017.0,0.608918,31.0,5091.0
2017.0,0.990099,11.0,1111.0
2017.0,1.21496,231.0,19013.0
2017.0,0.519211,10.0,1926.0
2017.0,0.853916,307.0,35952.0
2017.0,0.444074,16.0,3603.0
2017.0,0.0,0.0,36.0
2017.0,0.0,0.0,2667.0
2017.0,4.59722,109.0,2371.0
2017.0,0.857914,372.0,43361.0
2017.0,1.55189,16.0,1031.0
2017.0,0.0,0.0,91.0
2017.0,0.723532,256.0,35382.0
2017.0,0.744096,23.0,3091.0
2017.0,0.0,0.0,664.0
2017.0,0.139276,3.0,2154.0
2017.0,0.108527,7.0,6450.0
2017.0,1.33081,674.0,50646.0
2017.0,0.335878,11.0,3275.0
2017.0,1.07442,41.0,3816.0
2017.0,0.443755,83.0,18704.0
2017.0,0.471632,67.0,14206.0
2017.0,0.935673,32.0,3420.0
2017.0,1.10808,138.0,12454.0
2017.0,0.0507614,1.0,1970.0
2017.0,0.0,0.0,2010.0
2017.0,0.910643,16.0,1757.0
2017.0,0.333249,53.0,15904.0
2017.0,0.33761,5.0,1481.0
2017.0,1.34062,179.0,13352.0
2017.0,1.13969,35.0,3071.0
2017.0,0.961125,67.0,6971.0
2017.0,0.3276,12.0,3663.0
2017.0,0.337268,2.0,593.0
2017.0,0.536285,47.0,8764.0
2017.0,0.576067,22.0,3819.0
2017.0,0.380068,9.0,2368.0
2017.0,0.757909,69.0,9104.0
2017.0,0.0,0.0,2720.0
2017.0,0.203548,7.0,3439.0
2017.0,0.444714,22.0,4947.0
2017.0,0.129744,8.0,6166.0
2017.0,1.27357,260.0,20415.0
2017.0,0.296137,44.0,14858.0
2017.0,0.8867,9.0,1015.0
2017.0,0.614038,425.0,69214.0
2017.0,0.375375,10.0,2664.0
2017.0,0.0366703,3.0,8181.0
2017.0,0.210172,5.0,2379.0
2017.0,0.0414766,1.0,2411.0
2017.0,3.05694,80.0,2617.0
2017.0,0.328947,2.0,608.0
2017.0,1.10074,1011.0,91847.0
2017.0,0.802016,35.0,4364.0
2017.0,0.686342,10.0,1457.0
2017.0,1.04922,175.0,16679.0
2017.0,0.394997,6.0,1519.0
2017.0,0.936918,337.0,35969.0
2017.0,0.529838,19.0,3586.0
2017.0,0.0,0.0,38.0
2017.0,0.0,0.0,2703.0
2017.0,3.37255,86.0,2550.0
2017.0,1.10991,484.0,43607.0
2017.0,0.766017,11.0,1436.0
2017.0,0.0,0.0,70.0
2017.0,0.716609,249.0,34747.0
2017.0,1.11397,26.0,2334.0
2017.0,0.0,0.0,623.0
2017.0,0.216076,5.0,2314.0
2017.0,0.103245,7.0,6780.0
2017.0,1.31464,645.0,49063.0
2017.0,0.322581,11.0,3410.0
2017.0,0.856327,36.0,4204.0
2017.0,0.462233,88.0,19038.0
2017.0,0.32346,51.0,15767.0
2017.0,0.947977,41.0,4325.0
2017.0,1.44106,211.0,14642.0
2017.0,0.0,0.0,2249.0
2017.0,0.0,0.0,2147.0
2017.0,0.524781,9.0,1715.0
2017.0,0.336302,54.0,16057.0
2017.0,0.357782,6.0,1677.0
2017.0,1.20045,159.0,13245.0
2017.0,0.880411,60.0,6815.0
2017.0,0.904343,71.0,7851.0
2017.0,0.240626,12.0,4987.0
2017.0,0.0,0.0,156.0
2017.0,0.540541,47.0,8695.0
2017.0,0.538117,18.0,3345.0
2017.0,0.411692,10.0,2429.0
2017.0,0.419336,36.0,8585.0
2017.0,0.0,0.0,2876.0
2017.0,0.114416,4.0,3496.0
2017.0,0.339127,16.0,4718.0
2017.0,0.0893176,5.0,5598.0
2017.0,1.04005,214.0,20576.0
2017.0,0.294177,44.0,14957.0
2017.0,0.26738,3.0,1122.0
2017.0,0.597921,390.0,65226.0
2017.0,0.153669,4.0,2603.0
2017.0,0.0947269,9.0,9501.0
2017.0,0.132217,3.0,2269.0
2017.0,0.238176,7.0,2939.0
2017.0,3.67989,103.0,2799.0
2017.0,0.320513,2.0,624.0
2017.0,1.14798,1056.0,91988.0
2017.0,1.34966,54.0,4001.0
2017.0,0.491573,7.0,1424.0
2017.0,1.4268,242.0,16961.0
2017.0,0.0,0.0,755.0
2017.0,1.01272,340.0,33573.0
2017.0,0.449371,15.0,3338.0
2017.0,0.0,0.0,41.0
2017.0,0.076864,2.0,2602.0
2017.0,3.15789,81.0,2565.0
2017.0,1.42033,687.0,48369.0
2017.0,0.439239,6.0,1366.0
2017.0,0.0,0.0,84.0
2017.0,0.739136,273.0,36935.0
2017.0,0.826993,25.0,3023.0
2017.0,0.0,0.0,958.0
2017.0,0.232172,7.0,3015.0
2017.0,0.178918,12.0,6707.0
2017.0,1.50053,751.0,50049.0
2017.0,0.385528,13.0,3372.0
2017.0,0.917686,33.0,3596.0
2017.0,0.479541,92.0,19185.0
2017.0,0.441067,65.0,14737.0
2017.0,1.09426,44.0,4021.0
2017.0,1.5379,255.0,16581.0
2017.0,0.0850702,2.0,2351.0
2017.0,0.0,0.0,1994.0
2017.0,0.198939,3.0,1508.0
2017.0,0.306231,49.0,16001.0
2017.0,0.606878,9.0,1483.0
2017.0,1.19504,156.0,13054.0
2017.0,1.16813,84.0,7191.0
2017.0,0.893612,74.0,8281.0
2017.0,0.300365,14.0,4661.0
2017.0,0.0,0.0,158.0
2017.0,0.433075,43.0,9929.0
2017.0,0.586654,24.0,4091.0
2017.0,0.108617,3.0,2762.0
2017.0,0.448725,41.0,9137.0
2017.0,0.0,0.0,2445.0
2017.0,0.161769,6.0,3709.0
2017.0,0.557692,29.0,5200.0
2017.0,0.0504371,3.0,5948.0
2017.0,1.10367,206.0,18665.0
2017.0,0.28058,42.0,14969.0
2017.0,0.717489,8.0,1115.0
2017.0,0.616115,384.0,62326.0
2017.0,0.128949,4.0,3102.0
2017.0,0.0637105,5.0,7848.0
2017.0,0.505051,3.0,594.0
2017.0,0.0738007,2.0,2710.0
2017.0,2.2633,60.0,2651.0
2017.0,0.164474,1.0,608.0
2017.0,1.02766,904.0,87967.0
2017.0,1.716,80.0,4662.0
2017.0,0.751366,11.0,1464.0
2017.0,2.35655,476.0,20199.0
2017.0,1.0453,24.0,2296.0
2017.0,1.13787,439.0,38581.0
2017.0,0.615836,21.0,3410.0
2017.0,0.0,0.0,171.0
2017.0,0.114329,3.0,2624.0
2017.0,3.98796,106.0,2658.0
2017.0,1.51422,767.0,50653.0
2017.0,1.41388,22.0,1556.0
2017.0,0.0,0.0,71.0
2017.0,0.718894,263.0,36584.0
2017.0,1.00756,40.0,3970.0
2017.0,0.0,0.0,1939.0
2017.0,0.293255,9.0,3069.0
